Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Requirements reuse and requirement patterns: a state of the practice survey,Empirical Software Engineering,,22,6,10.1007/s10664-016-9485-x,Cristina PalomaresCarme QuerXavier Franch,2017,http://link.springer.com/article/10.1007/s10664-016-9485-x,Article
Review participation in modern code review,Empirical Software Engineering,,22,2,10.1007/s10664-016-9452-6,Patanamon ThongtanunamShane McIntoshAhmed E. HassanHajimu Iida,2017,http://link.springer.com/article/10.1007/s10664-016-9452-6,Article
Robust Statistical Methods for Empirical Software Engineering,Empirical Software Engineering,,22,2,10.1007/s10664-016-9437-5,Barbara KitchenhamLech MadeyskiDavid BudgenJacky KeungPearl BreretonStuart ChartersShirley GibbsAmnart Pohthong,2017,http://link.springer.com/article/10.1007/s10664-016-9437-5,Article
Search-based detection of model level changes,Empirical Software Engineering,,22,2,10.1007/s10664-016-9442-8,Marouane KessentiniUsman MansoorManuel WimmerAli OuniKalyanmoy Deb,2017,http://link.springer.com/article/10.1007/s10664-016-9442-8,Article
Semantic topic models for source code analysis,Empirical Software Engineering,,22,4,10.1007/s10664-016-9473-1,Anas MahmoudGary Bradshaw,2017,http://link.springer.com/article/10.1007/s10664-016-9473-1,Article
Stochastic actor-oriented modeling for studying homophily and social influence in OSS projects,Empirical Software Engineering,,22,1,10.1007/s10664-016-9431-y,David KavalerVladimir Filkov,2017,http://link.springer.com/article/10.1007/s10664-016-9431-y,Article
Studying the urgent updates of popular games on the Steam platform,Empirical Software Engineering,,22,4,10.1007/s10664-016-9480-2,Dayi LinCor-Paul BezemerAhmed E. Hassan,2017,http://link.springer.com/article/10.1007/s10664-016-9480-2,Article
Tackling the term-mismatch problem in automated trace retrieval,Empirical Software Engineering,,22,3,10.1007/s10664-016-9479-8,Jin GuoMarek GibiecJane Cleland-Huang,2017,http://link.springer.com/article/10.1007/s10664-016-9479-8,Article
The Debsources Dataset: two decades of free and open source software,Empirical Software Engineering,,22,3,10.1007/s10664-016-9461-5,Matthieu CaneillDaniel M. GermíçnStefano Zacchiroli,2017,http://link.springer.com/article/10.1007/s10664-016-9461-5,Article
The impact of domain knowledge on the effectiveness of requirements engineering activities,Empirical Software Engineering,,22,1,10.1007/s10664-015-9416-2,Ali NiknafsDaniel Berry,2017,http://link.springer.com/article/10.1007/s10664-015-9416-2,Article
The last line effect explained,Empirical Software Engineering,,22,3,10.1007/s10664-016-9489-6,Moritz BellerAndy ZaidmanAndrey KarpovRolf A. Zwaan,2017,http://link.springer.com/article/10.1007/s10664-016-9489-6,Article
The structure and dynamics of knowledge network in domain-specific Q&A sites: a case study of stack overflow,Empirical Software Engineering,,22,1,10.1007/s10664-016-9430-z,Deheng YeZhenchang XingNachiket Kapre,2017,http://link.springer.com/article/10.1007/s10664-016-9430-z,Article
"To log, or not to log: using heuristics to identify mandatory log events äóñ a controlled experiment",Empirical Software Engineering,,22,5,10.1007/s10664-016-9449-1,Jason KingJon StallingsMaria RiazLaurie Williams,2017,http://link.springer.com/article/10.1007/s10664-016-9449-1,Article
Towards just-in-time suggestions for log changes,Empirical Software Engineering,,22,4,10.1007/s10664-016-9467-z,Heng LiWeiyi ShangYing ZouAhmed E. Hassan,2017,http://link.springer.com/article/10.1007/s10664-016-9467-z,Article
Towards reusing hints from past fixes,Empirical Software Engineering,,,,10.1007/s10664-017-9584-3,Hao ZhongNa Meng,2017,http://link.springer.com/article/10.1007/s10664-017-9584-3,Article
Tracing distributed collaborative development in apache software foundation projects,Empirical Software Engineering,,22,4,10.1007/s10664-016-9463-3,Mohammad GharehyazieVladimir Filkov,2017,http://link.springer.com/article/10.1007/s10664-016-9463-3,Article
User satisfaction and system success: an empirical exploration of user involvement in software development,Empirical Software Engineering,,22,5,10.1007/s10664-016-9465-1,Muneera BanoDidar ZowghiFrancesca da Rimini,2017,http://link.springer.com/article/10.1007/s10664-016-9465-1,Article
What do developers search for on the web?,Empirical Software Engineering,,22,6,10.1007/s10664-017-9514-4,Xin XiaLingfeng BaoDavid LoPavneet Singh KochharAhmed E. HassanZhenchang Xing,2017,http://link.springer.com/article/10.1007/s10664-017-9514-4,Article
Which log level should developers choose for a new logging statement?,Empirical Software Engineering,,22,4,10.1007/s10664-016-9456-2,Heng LiWeiyi ShangAhmed E. Hassan,2017,http://link.springer.com/article/10.1007/s10664-016-9456-2,Article
Why and how developers fork what from whom in GitHub,Empirical Software Engineering,,22,1,10.1007/s10664-016-9436-6,Jing JiangDavid LoJiahuan HeXin XiaPavneet Singh KochharLi Zhang,2017,http://link.springer.com/article/10.1007/s10664-016-9436-6,Article
Will this localization tool be effective for this bug? Mitigating the impact of unreliability of information retrieval based bug localization tools,Empirical Software Engineering,,22,4,10.1007/s10664-016-9484-y,Tien-Duy B. LeFerdian ThungDavid Lo,2017,http://link.springer.com/article/10.1007/s10664-016-9484-y,Article
Zen-ReqOptimizer: a search-based approach for requirements assignment optimization,Empirical Software Engineering,,22,1,10.1007/s10664-015-9418-0,Yan LiTao YueShaukat AliLi Zhang,2017,http://link.springer.com/article/10.1007/s10664-015-9418-0,Article
A comparison of code similarity analysers,Empirical Software Engineering,,23,4,10.1007/s10664-017-9564-7,Chaiyong RagkhitwetsagulJens KrinkeDavid Clark,2018,http://link.springer.com/article/10.1007/s10664-017-9564-7,Article
A multi-view context-aware approach to Android malware detection and malicious code localization,Empirical Software Engineering,,23,3,10.1007/s10664-017-9539-8,Annamalai NarayananMahinthan ChandramohanLihui ChenYang Liu,2018,http://link.springer.com/article/10.1007/s10664-017-9539-8,Article
A systematic approach for performance assessment using process mining,Empirical Software Engineering,,,,10.1007/s10664-018-9606-9,Simona BernardiJuan L. Domí_nguezAbel Gí_mezChristophe JoubertJosí© MerseguerDiego Perez-PalacinJosí© I. RequenoAlberto Romeu,2018,http://link.springer.com/article/10.1007/s10664-018-9606-9,Article
Addressing problems with replicability and validity of repository mining studies through a smart data platform,Empirical Software Engineering,,23,2,10.1007/s10664-017-9537-x,Fabian TrautschSteffen HerboldPhilip MakedonskiJens Grabowski,2018,http://link.springer.com/article/10.1007/s10664-017-9537-x,Article
Aggregating Association Rules to Improve Change Recommendation,Empirical Software Engineering,,23,2,10.1007/s10664-017-9560-y,Thomas RolfsnesLeon MoonenStefano Di AlesioRazieh BehjatiDave Binkley,2018,http://link.springer.com/article/10.1007/s10664-017-9560-y,Article
Alleviating patch overfitting with automatic test generation: a study of feasibility and effectiveness for the Nopol repair system,Empirical Software Engineering,,,,10.1007/s10664-018-9619-4,Zhongxing YuMatias MartinezBenjamin DanglotThomas DurieuxMartin Monperrus,2018,http://link.springer.com/article/10.1007/s10664-018-9619-4,Article
An empirical comparison of dependency network evolution in seven software packaging ecosystems,Empirical Software Engineering,,,,10.1007/s10664-017-9589-y,Alexandre DecanTom MensPhilippe Grosjean,2018,http://link.springer.com/article/10.1007/s10664-017-9589-y,Article
An empirical study of Android Wear user complaints,Empirical Software Engineering,,,,10.1007/s10664-018-9615-8,Suhaib MujahidGiancarlo SierraRabe AbdalkareemEmad ShihabWeiyi Shang,2018,http://link.springer.com/article/10.1007/s10664-018-9615-8,Article
An empirical study of early access games on the Steam platform,Empirical Software Engineering,,23,2,10.1007/s10664-017-9531-3,Dayi LinCor-Paul BezemerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9531-3,Article
An empirical study of game reviews on the Steam platform,Empirical Software Engineering,,,,10.1007/s10664-018-9627-4,Dayi LinCor-Paul BezemerYing ZouAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-018-9627-4,Article
An empirical study of the integration time of fixed issues,Empirical Software Engineering,,23,1,10.1007/s10664-017-9520-6,Daniel Alencar da CostaShane McIntoshUiríç KuleszaAhmed E. HassanSurafel Lemma Abebe,2018,http://link.springer.com/article/10.1007/s10664-017-9520-6,Article
An empirical study on the impact of AspectJ on software evolvability,Empirical Software Engineering,,23,4,10.1007/s10664-017-9580-7,Adam PrzybyÅ‰ek,2018,http://link.springer.com/article/10.1007/s10664-017-9580-7,Article
An empirical study on the interplay between semantic coupling and co-change of software classes,Empirical Software Engineering,,23,3,10.1007/s10664-017-9569-2,Nemitari AjienkaAndrea CapiluppiSteve Counsell,2018,http://link.springer.com/article/10.1007/s10664-017-9569-2,Article
An experience report on applying software testing academic results in industry: we need usable automated test generation,Empirical Software Engineering,,23,4,10.1007/s10664-017-9570-9,Andrea Arcuri,2018,http://link.springer.com/article/10.1007/s10664-017-9570-9,Article
An exploratory qualitative and quantitative analysis of emotions in issue report comments of open source systems,Empirical Software Engineering,,23,1,10.1007/s10664-017-9526-0,Alessandro MurgiaMarco OrtuParastou TouraniBram AdamsSerge Demeyer,2018,http://link.springer.com/article/10.1007/s10664-017-9526-0,Article
An exploratory study on assessing the energy impact of logging on Android applications,Empirical Software Engineering,,23,3,10.1007/s10664-017-9545-x,Shaiful ChowdhurySilvia Di NardoAbram HindleZhen Ming (Jack) Jiang,2018,http://link.springer.com/article/10.1007/s10664-017-9545-x,Article
An industrial case study on the use of UML in software maintenance and its perceived benefits and hurdles,Empirical Software Engineering,,,,10.1007/s10664-018-9599-4,Ana M. Ferníçndez-SíçezMichel R. V. ChaudronMarcela Genero,2018,http://link.springer.com/article/10.1007/s10664-018-9599-4,Article
Analyzing a decade of Linux system calls,Empirical Software Engineering,,23,3,10.1007/s10664-017-9551-z,Mojtaba BagherzadehNafiseh KahaniCor-Paul BezemerAhmed E. HassanJuergen DingelJames R. Cordy,2018,http://link.springer.com/article/10.1007/s10664-017-9551-z,Article
Analyzing the effects of test driven development in GitHub,Empirical Software Engineering,,23,4,10.1007/s10664-017-9576-3,Neil C. BorleMeysam FeghhiEleni StrouliaRussell GreinerAbram Hindle,2018,http://link.springer.com/article/10.1007/s10664-017-9576-3,Article
APIReal: an API recognition and linking approach for online developer forums,Empirical Software Engineering,,,,10.1007/s10664-018-9608-7,Deheng YeLingfeng BaoZhenchang XingShang-Wei Lin,2018,http://link.springer.com/article/10.1007/s10664-018-9608-7,Article
App store mining is not enough for app improvement,Empirical Software Engineering,,,,10.1007/s10664-018-9601-1,Maleknaz NayebiHenry ChoGuenther Ruhe,2018,http://link.springer.com/article/10.1007/s10664-018-9601-1,Article
Appreciation to Empirical Software Engineering Reviewers of 2017,Empirical Software Engineering,,23,2,10.1007/s10664-018-9598-5,,2018,http://link.springer.com/article/10.1007/s10664-018-9598-5,Article
"Architecture consistency: State of the practice, challenges and requirements",Empirical Software Engineering,,23,1,10.1007/s10664-017-9515-3,Nour AliSean BakerRoss Oäó»CrowleySebastian HeroldJim Buckley,2018,http://link.springer.com/article/10.1007/s10664-017-9515-3,Article
Are tweets useful in the bug fixing process? An empirical study on Firefox and Chrome,Empirical Software Engineering,,23,3,10.1007/s10664-017-9559-4,Mariam El MezouarFeng ZhangYing Zou,2018,http://link.springer.com/article/10.1007/s10664-017-9559-4,Article
Are vulnerabilities discovered and resolved like other defects?,Empirical Software Engineering,,23,3,10.1007/s10664-017-9541-1,Patrick J. MorrisonRahul PanditaXusheng XiaoRam ChillaregeLaurie Williams,2018,http://link.springer.com/article/10.1007/s10664-017-9541-1,Article
Augmenting and structuring user queries to support efficient free-form code search,Empirical Software Engineering,,,,10.1007/s10664-017-9544-y,Raphael SirresTegawendí© F. Bissyandí©Dongsun KimDavid LoJacques KleinKisub KimYves Le Traon,2018,http://link.springer.com/article/10.1007/s10664-017-9544-y,Article
Challenges and pitfalls on surveying evidence in the software engineering technical literature: an exploratory study with novices,Empirical Software Engineering,,23,3,10.1007/s10664-017-9556-7,Talita Vieira RibeiroJobson MassollarGuilherme Horta Travassos,2018,http://link.springer.com/article/10.1007/s10664-017-9556-7,Article
Cloned and non-cloned Java methods: a comparative study,Empirical Software Engineering,,23,4,10.1007/s10664-017-9572-7,Vaibhav SainiHitesh SajnaniCristina Lopes,2018,http://link.springer.com/article/10.1007/s10664-017-9572-7,Article
Code smells for Model-View-Controller architectures,Empirical Software Engineering,,23,4,10.1007/s10664-017-9540-2,Maurí_cio AnicheGabriele BavotaChristoph TreudeMarco Aurí©lio GerosaArie van Deursen,2018,http://link.springer.com/article/10.1007/s10664-017-9540-2,Article
Comparison of release engineering practices in a large mature company and a startup,Empirical Software Engineering,,,,10.1007/s10664-018-9616-7,Eero LaukkanenMaria PaasivaaraJuha ItkonenCasper Lassenius,2018,http://link.springer.com/article/10.1007/s10664-018-9616-7,Article
Correctness attraction: a study of stability of software behavior under runtime perturbation,Empirical Software Engineering,,23,4,10.1007/s10664-017-9571-8,Benjamin DanglotPhilippe PreuxBenoit BaudryMartin Monperrus,2018,http://link.springer.com/article/10.1007/s10664-017-9571-8,Article
"Data sets describing the circle of life in Ruby hosting, 2003äóñ2016",Empirical Software Engineering,,23,2,10.1007/s10664-017-9581-6,Megan Squire,2018,http://link.springer.com/article/10.1007/s10664-017-9581-6,Article
Data-efficient performance learning for configurable systems,Empirical Software Engineering,,23,3,10.1007/s10664-017-9573-6,Jianmei GuoDingyu YangNorbert SiegmundSven ApelAtrisha SarkarPavel ValovKrzysztof CzarneckiAndrzej WasowskiHuiqun Yu,2018,http://link.springer.com/article/10.1007/s10664-017-9573-6,Article
Detecting requirements defects with NLP patterns: an industrial experience in the railway domain,Empirical Software Engineering,,,,10.1007/s10664-018-9596-7,Alessio FerrariGloria GoriBenedetta RosadiniIacopo TrottaStefano BacheriniAlessandro FantechiStefania Gnesi,2018,http://link.springer.com/article/10.1007/s10664-018-9596-7,Article
Do developers update their library dependencies?,Empirical Software Engineering,,23,1,10.1007/s10664-017-9521-5,Raula Gaikovina KulaDaniel M. GermanAli OuniTakashi IshioKatsuro Inoue,2018,http://link.springer.com/article/10.1007/s10664-017-9521-5,Article
Do software models based on the UML aid in source-code comprehensibility? Aggregating evidence from 12 controlled experiments,Empirical Software Engineering,,,,10.1007/s10664-017-9591-4,Giuseppe ScannielloCarmine GravinoMarcela GeneroJosí© A. Cruz-LemusGenoveffa TortoraMichele RisiGabriella Dodero,2018,http://link.springer.com/article/10.1007/s10664-017-9591-4,Article
Does syntax highlighting help programming novices?,Empirical Software Engineering,,,,10.1007/s10664-017-9579-0,Christoph HannebauerMarc HeseniusVolker Gruhn,2018,http://link.springer.com/article/10.1007/s10664-017-9579-0,Article
Domain-specific cross-language relevant question retrieval,Empirical Software Engineering,,23,2,10.1007/s10664-017-9568-3,Bowen XuZhenchang XingXin XiaDavid LoShanping Li,2018,http://link.springer.com/article/10.1007/s10664-017-9568-3,Article
Early prediction of merged code changes to prioritize reviewing tasks,Empirical Software Engineering,,,,10.1007/s10664-018-9602-0,Yuanrui FanXin XiaDavid LoShanping Li,2018,http://link.springer.com/article/10.1007/s10664-018-9602-0,Article
Editoräó»s Note: Special Issue on Automatic Software Repair,Empirical Software Engineering,,,,10.1007/s10664-018-9632-7,,2018,http://link.springer.com/article/10.1007/s10664-018-9632-7,Article
Editoräó»s Note: Special Issue on Software Maintenance and Evolution,Empirical Software Engineering,,23,4,10.1007/s10664-018-9631-8,,2018,http://link.springer.com/article/10.1007/s10664-018-9631-8,Article
Effect sizes and their variance for AB/BA crossover design studies,Empirical Software Engineering,,23,4,10.1007/s10664-017-9574-5,Lech MadeyskiBarbara Kitchenham,2018,http://link.springer.com/article/10.1007/s10664-017-9574-5,Article
Effective fault localization of automotive Simulink models: achieving the trade-off between test oracle effort and fault localization accuracy,Empirical Software Engineering,,,,10.1007/s10664-018-9611-z,Bing LiuShiva NejatiLuciaLionel C. Briand,2018,http://link.springer.com/article/10.1007/s10664-018-9611-z,Article
Empirical software engineering experts on the use of students and professionals in experiments,Empirical Software Engineering,,23,1,10.1007/s10664-017-9523-3,Davide FalessiNatalia JuristoClaes WohlinBurak TurhanJí_rgen Mí_nchAndreas JedlitschkaMarkku Oivo,2018,http://link.springer.com/article/10.1007/s10664-017-9523-3,Article
Empirical study on the discrepancy between performance testing results from virtual and physical environments,Empirical Software Engineering,,23,3,10.1007/s10664-017-9553-x,Muhammad Moiz ArifWeiyi ShangEmad Shihab,2018,http://link.springer.com/article/10.1007/s10664-017-9553-x,Article
"EnTagRec            ++: An enhanced tag recommendation system for software information sites",Empirical Software Engineering,,23,2,10.1007/s10664-017-9533-1,Shaowei WangDavid LoBogdan VasilescuAlexander Serebrenik,2018,http://link.springer.com/article/10.1007/s10664-017-9533-1,Article
"Erratum to: Architecture consistency: State of the practice, challenges and requirements",Empirical Software Engineering,,23,3,10.1007/s10664-017-9542-0,Nour AliSean BakerRoss Oäó»CrowleySebastian HeroldJim Buckley,2018,http://link.springer.com/article/10.1007/s10664-017-9542-0,Article
Evolving software trace links between requirements and source code,Empirical Software Engineering,,23,4,10.1007/s10664-017-9561-x,Mona RahimiJane Cleland-Huang,2018,http://link.springer.com/article/10.1007/s10664-017-9561-x,Article
Examining the stability of logging statements,Empirical Software Engineering,,23,1,10.1007/s10664-017-9518-0,Suhas KabinnaCor-Paul BezemerWeiyi ShangMark D. SyerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9518-0,Article
Experiences and challenges in building a data intensive system for data migration,Empirical Software Engineering,,23,1,10.1007/s10664-017-9503-7,Marco ScavuzzoElisabetta Di NittoDanilo Ardagna,2018,http://link.springer.com/article/10.1007/s10664-017-9503-7,Article
Exploring software development at the very large-scale: a revelatory case study and research agenda for agile method adaptation,Empirical Software Engineering,,23,1,10.1007/s10664-017-9524-2,Torgeir DingsíŸyrNils Brede MoeTor Erlend Fí_griEva Amdahl Seim,2018,http://link.springer.com/article/10.1007/s10664-017-9524-2,Article
Factors and actors leading to the adoption of a JavaScript framework,Empirical Software Engineering,,,,10.1007/s10664-018-9613-x,Amantia PanoDaniel GraziotinPekka Abrahamsson,2018,http://link.springer.com/article/10.1007/s10664-018-9613-x,Article
FEVER: An approach to analyze feature-oriented changes and artefact co-evolution in highly configurable systems,Empirical Software Engineering,,23,2,10.1007/s10664-017-9557-6,Nicolas DintznerArie van DeursenMartin Pinzger,2018,http://link.springer.com/article/10.1007/s10664-017-9557-6,Article
Finding better active learners for faster literature reviews,Empirical Software Engineering,,,,10.1007/s10664-017-9587-0,Zhe YuNicholas A. KraftTim Menzies,2018,http://link.springer.com/article/10.1007/s10664-017-9587-0,Article
Foreword to the special issue on empirical research in requirements engineering,Empirical Software Engineering,,,,10.1007/s10664-018-9624-7,Paul Grí_nbacherAnna Perini,2018,http://link.springer.com/article/10.1007/s10664-018-9624-7,Article
Fusing multi-abstraction vector space models for concern localization,Empirical Software Engineering,,23,4,10.1007/s10664-017-9585-2,Yun ZhangDavid LoXin XiaGiuseppe ScannielloTien-Duy B. LeJianling Sun,2018,http://link.springer.com/article/10.1007/s10664-017-9585-2,Article
General methods for software architecture recovery: a potential approach and its evaluation,Empirical Software Engineering,,23,3,10.1007/s10664-017-9543-z,Damian A. TamburriRick Kazman,2018,http://link.springer.com/article/10.1007/s10664-017-9543-z,Article
Genetic Algorithm-based Test Generation for Software Product Line with the Integration of Fault Localization Techniques,Empirical Software Engineering,,23,1,10.1007/s10664-016-9494-9,Xuelin LiW. Eric WongRuizhi GaoLinghuan HuShigeru Hosono,2018,http://link.springer.com/article/10.1007/s10664-016-9494-9,Article
Getting the most from map data structures in Android,Empirical Software Engineering,,,,10.1007/s10664-018-9607-8,Rubí©n SaboridoRodrigo MoralesFoutse KhomhYann-Gaí‚l Guí©hí©neucGiuliano Antoniol,2018,http://link.springer.com/article/10.1007/s10664-018-9607-8,Article
How does developer interaction relate to software quality? an examination of product development data,Empirical Software Engineering,,23,3,10.1007/s10664-017-9534-0,Subhajit Datta,2018,http://link.springer.com/article/10.1007/s10664-017-9534-0,Article
How effective are mutation testing tools? An empirical analysis of Java mutation testing tools with manual analysis and real faults,Empirical Software Engineering,,23,4,10.1007/s10664-017-9582-5,Marinos KintisMike PapadakisAndreas PapadopoulosEvangelos ValvisNicos MalevrisYves Le Traon,2018,http://link.springer.com/article/10.1007/s10664-017-9582-5,Article
How the R community creates and curates knowledge: an extended study of stack overflow and mailing lists,Empirical Software Engineering,,23,2,10.1007/s10664-017-9536-y,Alexey ZagalskyDaniel M. GermanMargaret-Anne StoreyCarlos Gí_mez TeshimaGermíçn Poo-Caamaí±o,2018,http://link.springer.com/article/10.1007/s10664-017-9536-y,Article
Identification and prioritization of SLR search tool requirements: an SLR and a survey,Empirical Software Engineering,,,,10.1007/s10664-018-9626-5,Ahmed Al-ZubidyJeffrey C. Carver,2018,http://link.springer.com/article/10.1007/s10664-018-9626-5,Article
Identifying self-admitted technical debt in open source projects using text mining,Empirical Software Engineering,,23,1,10.1007/s10664-017-9522-4,Qiao HuangEmad ShihabXin XiaDavid LoShanping Li,2018,http://link.springer.com/article/10.1007/s10664-017-9522-4,Article
Impact of incorrect and new requirements on waterfall software project outcomes,Empirical Software Engineering,,23,1,10.1007/s10664-017-9506-4,Kaushal ChariManish Agrawal,2018,http://link.springer.com/article/10.1007/s10664-017-9506-4,Article
Improved representation and genetic operators for linear genetic programming for automated program repair,Empirical Software Engineering,,,,10.1007/s10664-017-9562-9,Vinicius Paulo L. OliveiraEduardo Faria de SouzaClaire Le GouesCelso G. Camilo-Junior,2018,http://link.springer.com/article/10.1007/s10664-017-9562-9,Article
Inference of development activities from interaction with uninstrumented applications,Empirical Software Engineering,,23,3,10.1007/s10664-017-9547-8,Lingfeng BaoZhenchang XingXin XiaDavid LoAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9547-8,Article
Introduction to the special issue on source code analysis and manipulation,Empirical Software Engineering,,23,4,10.1007/s10664-018-9610-0,Gabriele BavotaMichaela Greiler,2018,http://link.springer.com/article/10.1007/s10664-018-9610-0,Article
Investigating whether and how software developers understand open source software licensing,Empirical Software Engineering,,,,10.1007/s10664-018-9614-9,Daniel A. AlmeidaGail C. MurphyGreg WilsonMichael Hoye,2018,http://link.springer.com/article/10.1007/s10664-018-9614-9,Article
Is cloned code really stable?,Empirical Software Engineering,,23,2,10.1007/s10664-017-9528-y,Manishankar MondalMd Saidur RahmanChanchal K. RoyKevin A. Schneider,2018,http://link.springer.com/article/10.1007/s10664-017-9528-y,Article
Large-scale agile transformation at Ericsson: a case study,Empirical Software Engineering,,,,10.1007/s10664-017-9555-8,Maria PaasivaaraBenjamin BehmCasper LasseniusMinna Hallikainen,2018,http://link.springer.com/article/10.1007/s10664-017-9555-8,Article
Noise in Mylyn interaction traces and its impact on developers and recommendation systems,Empirical Software Engineering,,23,2,10.1007/s10664-017-9529-x,Zí©phyrin SohFoutse KhomhYann-Gaí‚l Guí©hí©neucGiuliano Antoniol,2018,http://link.springer.com/article/10.1007/s10664-017-9529-x,Article
Older adults and hackathons: a qualitative study,Empirical Software Engineering,,23,4,10.1007/s10664-017-9565-6,WiesÅ‰aw KopeÛˆBartÅ‰omiej BalcerzakRadosÅ‰aw NielekGrzegorz KowalikAdam WierzbickiFabio Casati,2018,http://link.springer.com/article/10.1007/s10664-017-9565-6,Article
On the challenges of open-sourcing proprietary software projects,Empirical Software Engineering,,,,10.1007/s10664-018-9609-6,Gustavo PintoIgor SteinmacherLuiz Felipe DiasMarco Gerosa,2018,http://link.springer.com/article/10.1007/s10664-018-9609-6,Article
"On the correctness of electronic documents: studying, finding, and localizing inconsistency bugs in PDF readers and files",Empirical Software Engineering,,,,10.1007/s10664-018-9600-2,Tomasz KuchtaThibaud LutellierEdmund WongLin TanCristian Cadar,2018,http://link.springer.com/article/10.1007/s10664-018-9600-2,Article
On the diffuseness and the impact on maintainability of code smells: a large scale empirical investigation,Empirical Software Engineering,,23,3,10.1007/s10664-017-9535-z,Fabio PalombaGabriele BavotaMassimiliano Di PentaFausto FasanoRocco OlivetoAndrea De Lucia,2018,http://link.springer.com/article/10.1007/s10664-017-9535-z,Article
On the impact of state-based model-driven development on maintainability: a family of experiments using UniMod,Empirical Software Engineering,,23,3,10.1007/s10664-017-9563-8,Filippo RiccaMarco TorchianoMaurizio LeottaAlessandro TisoGiovanna GuerriniGianna Reggio,2018,http://link.springer.com/article/10.1007/s10664-017-9563-8,Article
On the reaction to deprecation of clients of 4 + 1 popular Java APIs and the JDK,Empirical Software Engineering,,23,4,10.1007/s10664-017-9554-9,Anand Ashok SawantRomain RobbesAlberto Bacchelli,2018,http://link.springer.com/article/10.1007/s10664-017-9554-9,Article
On the relative value of data resampling approaches for software defect prediction,Empirical Software Engineering,,,,10.1007/s10664-018-9633-6,Kwabena Ebo BenninJacky W. KeungAkito Monden,2018,http://link.springer.com/article/10.1007/s10664-018-9633-6,Article
Open innovation using open source tools: a case study at Sony Mobile,Empirical Software Engineering,,23,1,10.1007/s10664-017-9511-7,Hussan MunirJohan Liní«kerKrzysztof WnukPer RunesonBjí_rn Regnell,2018,http://link.springer.com/article/10.1007/s10664-017-9511-7,Article
Overfitting in semantics-based automated program repair,Empirical Software Engineering,,,,10.1007/s10664-017-9577-2,Xuan Bach D. LeFerdian ThungDavid LoClaire Le Goues,2018,http://link.springer.com/article/10.1007/s10664-017-9577-2,Article
Persistent code contribution: a ranking algorithm for code contribution in crowdsourced software,Empirical Software Engineering,,23,4,10.1007/s10664-017-9575-4,Michail Tsikerdekis,2018,http://link.springer.com/article/10.1007/s10664-017-9575-4,Article
Privacy by designers: software developersäó» privacy mindset,Empirical Software Engineering,,23,1,10.1007/s10664-017-9517-1,Irit HadarTomer HassonOshrat AyalonEran TochMichael BirnhackSofia ShermanArod Balissa,2018,http://link.springer.com/article/10.1007/s10664-017-9517-1,Article
Program comprehension of domain-specific and general-purpose languages: replication of a family of experiments using integrated development environments,Empirical Software Engineering,,,,10.1007/s10664-017-9593-2,TomaÅ_ KosarSaÅço GabercJeffrey C. CarverMarjan Mernik,2018,http://link.springer.com/article/10.1007/s10664-017-9593-2,Article
Programmers do not favor lambda expressions for concurrent object-oriented code,Empirical Software Engineering,,,,10.1007/s10664-018-9622-9,Sebastian NielebockRobert Heumí_llerFrank Ortmeier,2018,http://link.springer.com/article/10.1007/s10664-018-9622-9,Article
ProMeTA: a taxonomy for program metamodels in program reverse engineering,Empirical Software Engineering,,23,4,10.1007/s10664-017-9592-3,Hironori WashizakiYann-Gaí‚l Guí©hí©neucFoutse Khomh,2018,http://link.springer.com/article/10.1007/s10664-017-9592-3,Article
Reducing user input requests to improve IT support ticket resolution process,Empirical Software Engineering,,23,3,10.1007/s10664-017-9532-2,Monika GuptaAllahbaksh AsadullahSrinivas PadmanabhuniAlexander Serebrenik,2018,http://link.springer.com/article/10.1007/s10664-017-9532-2,Article
Revisiting the performance of automated approaches for the retrieval of duplicate reports in issue tracking systems that perform just-in-time duplicate retrieval,Empirical Software Engineering,,,,10.1007/s10664-017-9590-5,Mohamed Sami RakhaCor-Paul BezemerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-017-9590-5,Article
Search and similarity based selection of use case scenarios: An empirical study,Empirical Software Engineering,,23,1,10.1007/s10664-017-9500-x,Huihui ZhangShuai WangTao YueShaukat AliChao Liu,2018,http://link.springer.com/article/10.1007/s10664-017-9500-x,Article
Semi-automatic rule-based domain terminology and software feature-relevant information extraction from natural language user manuals,Empirical Software Engineering,,,,10.1007/s10664-018-9597-6,Thomas QuirchmayrBarbara PaechRoland KohlHannes KareyGunar Kasdepke,2018,http://link.springer.com/article/10.1007/s10664-018-9597-6,Article
Sentiment Polarity Detection for Software Development,Empirical Software Engineering,,23,3,10.1007/s10664-017-9546-9,Fabio CalefatoFilippo LanubileFederico MaioranoNicole Novielli,2018,http://link.springer.com/article/10.1007/s10664-017-9546-9,Article
