Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Incorporating version histories in Information Retrieval based bug localization,B. Sisman; A. C. Kak,"Purdue University, West Lafayette, IN",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,50,59,"Fast and accurate localization of software defects continues to be a difficult problem since defects can emanate from a large variety of sources and can often be intricate in nature. In this paper, we show how version histories of a software project can be used to estimate a prior probability distribution for defect proneness associated with the files in a given version of the project. Subsequently, these priors are used in an IR (Information Retrieval) framework to determine the posterior probability of a file being the cause of a bug. We first present two models to estimate the priors, one from the defect histories and the other from the modification histories, with both types of histories as stored in the versioning tools. Referring to these as the base models, we then extend them by incorporating a temporal decay into the estimation of the priors. We show that by just including the base models, the mean average precision (MAP) for bug localization improves by as much as 30%. And when we also factor in the time decay in the estimates of the priors, the improvements in MAP can be as large as 80%.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224299,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224299,Bug Localization;Document Priors;Information Retrieval;Software Maintenance,Computational modeling;Computer bugs;Frequency estimation;History;Maximum likelihood estimation;Software,information retrieval;probability;program debugging;software development management,bug localization;information retrieval;mean average precision;probability distribution;software defects;software project;temporal decay;version histories,,18,1,25,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
Inferring semantically related words from software context,J. Yang; L. Tan,"University of Waterloo, Waterloo, ON, Canada",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,161,170,"Code search is an integral part of software development and program comprehension. The difficulty of code search lies in the inability to guess the exact words used in the code. Therefore, it is crucial for keyword-based code search to expand queries with semantically related words, e.g., synonyms and abbreviations, to increase the search effectiveness. However, it is limited to rely on resources such as English dictionaries and WordNet to obtain semantically related words in software, because many words that are semantically related in software are not semantically related in English. This paper proposes a simple and general technique to automatically infer semantically related words in software by leveraging the context of words in comments and code. We achieve a reasonable accuracy in seven large and popular code bases written in C and Java. Our further evaluation against the state of art shows that our technique can achieve a higher precision and recall.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224276,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224276,Semantically related words;code search;program comprehension,Context;Dictionaries;Gold;Java;Kernel;Linux,C language;Java;query processing;software engineering;word processing,C language;English dictionaries;Java;WordNet;abbreviations;code search;keyword-based code search;program comprehension;semantically related word inference;software context;software development;synonyms,,15,2,48,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
MIC check: A correlation tactic for ESE data,D. Posnett; P. Devanbu; V. Filkov,"Department of Computer Science, University of California, Davis, Davis, CA",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,22,31,"Empirical software engineering researchers are concerned with understanding the relationships between outcomes of interest, e.g. defects, and process and product measures. The use of correlations to uncover strong relationships is a natural precursor to multivariate modeling. Unfortunately, correlation coefficients can be difficult and/or misleading to interpret. For example, a strong correlation occurs between variables that stand in a polynomial relationship; this may lead one mistakenly, and eventually misleadingly, to model a polynomially related variable in a linear regression. Likewise, a non-monotonic functional, or even non-functional relationship might be entirely missed by a correlation coefficient. Outliers can influence standard correlation measures, tied values can unduly influence even robust non-parametric rank correlation, measures, and smaller sample sizes can cause instability in correlation measures. A new bivariate measure of association, Maximal Information Coefficient (MIC) [1], promises to simultaneously discover if two variables have: a) any association, b) a functional relationship, and c) a nonlinear relationship. The MIC is a very useful complement to standard and rank correlation measures. It separately characterizes the existence of a relationship and its precise nature; thus, it enables more informed choices in modeling non-functional and nonlinear relationships, and a more nuanced indicator of potential problems with the values reported by standard and rank correlation measures. We illustrate the use of MIC using a variety of software engineering metrics. We study and explain the distributional properties of MIC and related measures in software engineering data, and illustrate the value of these measures for the empirical software engineering researcher.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224295,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224295,,Atmospheric measurements;Correlation;Microwave integrated circuits;Size measurement;Software engineering;Software measurement;Standards,software metrics,ESE data;MIC check;bivariate measure;correlation coefficients;correlation measures;correlation tactic;even nonfunctional relationship;functional relationship;linear regression;maximal information coefficient;multivariate modeling;nonlinear relationship;nonmonotonic functional relationship;polynomial relationship;rank correlation measures;software engineering data;software engineering metrics;software engineering researcher,,1,,18,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
Mining usage data and development artifacts,O. Baysal; R. Holmes; M. W. Godfrey,"Software Architecture Group (SWAG), David R. Cheriton School of Computer Science, University of Waterloo",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,98,107,"Software repository mining techniques generally focus on analyzing, unifying, and querying different kinds of development artifacts, such as source code, version control meta-data, defect tracking data, and electronic communication. In this work, we demonstrate how adding real-world usage data enables addressing broader questions of how software systems are actually used in practice, and by inference how development characteristics ultimately affect deployment, adoption, and usage. In particular, we explore how usage data that has been extracted from web server logs can be unified with product release history to study questions that concern both users' detailed dynamic behaviour as well as broad adoption trends across different deployment environments. To validate our approach, we performed a study of two open source web browsers: Firefox and Chrome. We found that while Chrome is being adopted at a consistent rate across platforms, Linux users have an order of magnitude higher rate of Firefox adoption. Also, Firefox adoption has been concentrated mainly in North America, while Chrome users appear to be more evenly distributed across the globe. Finally, we detected no evidence in age-specific differences in navigation behaviour among Chrome and Firefox users; however, we hypothesize that younger users are more likely to have more up-to-date versions than more mature users.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224305,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224305,dynamic behaviour;release history;usage mining;user adoption,Browsers;Data mining;Fires;History;Linux;Operating systems;Web servers,data mining;meta data;online front-ends;public domain software;software development management,Chrome;Firefox;Linux users;North America;Web server logs;defect tracking data;development artifacts;electronic communication;open source Web browsers;product release history;software repository mining techniques;software systems;source code;usage data mining;version control meta-data,,8,,19,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
"Think locally, act globally: Improving defect and effort prediction models",N. Bettenburg; M. Nagappan; A. E. Hassan,"Software Analysis and Intelligence Lab (SAIL), Queen's University, School of Computing, Kingston, Ontario K1N 3L6 Canada",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,60,69,"Much research energy in software engineering is focused on the creation of effort and defect prediction models. Such models are important means for practitioners to judge their current project situation, optimize the allocation of their resources, and make informed future decisions. However, software engineering data contains a large amount of variability. Recent research demonstrates that such variability leads to poor fits of machine learning models to the underlying data, and suggests splitting datasets into more fine-grained subsets with similar properties. In this paper, we present a comparison of three different approaches for creating statistical regression models to model and predict software defects and development effort. Global models are trained on the whole dataset. In contrast, local models are trained on subsets of the dataset. Last, we build a global model that takes into account local characteristics of the data. We evaluate the performance of these three approaches in a case study on two defect and two effort datasets. We find that for both types of data, local models show a significantly increased fit to the data compared to global models. The substantial improvements in both relative and absolute prediction errors demonstrate that this increased goodness of fit is valuable in practice. Finally, our experiments suggest that trends obtained from global models are too general for practical recommendations. At the same time, local models provide a multitude of trends which are only valid for specific subsets of the data. Instead, we advocate the use of trends obtained from global models that take into account local characteristics, as they combine the best of both worlds.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224300,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224300,models;software metrics;techniques,Adaptation models;Biological system modeling;Data models;Measurement;Predictive models;Software;Software engineering,data handling;learning (artificial intelligence);regression analysis;software engineering,effort prediction models;fine-grained subsets;machine learning models;prediction model defect;software engineering;splitting datasets;statistical regression models,,28,,30,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
Towards improving bug tracking systems with game mechanisms,R. Lotufo; L. Passos; K. Czarnecki,University of Waterloo,2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,2,11,"Low bug report quality and human conflicts pose challenges to keep bug tracking systems productive. This work proposes to address these issues by applying game mechanisms to bug tracking systems. We investigate the use of game mechanisms in Stack Overflow, an online community organized to resolve computer programming related problems, for which the improvements we seek for bug tracking systems also turn out to be relevant. The results of our Stack Overflow investigation show that its game mechanisms could be used to address these issues by motivating contributors to increase contribution frequency and quality, by filtering useful contributions, and by creating an agile and dependable moderation system. We proceed by mapping these mechanisms to open-source bug tracking systems, and find that most benefits are applicable. Additionally, our results motivate tailoring a reward and reputation system and summarizing bug reports as future directions for increasing the benefits of game mechanisms in bug tracking systems.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224293,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224293,,Collaboration;Communities;Ecosystems;Games;Open source software;Programming;Uncertainty,program debugging;public domain software;software quality,bug report quality;computer programming related problem;game mechanism;human conflict;moderation system;online community;open-source bug tracking system;reward and reputation system;stack overflow,,5,,27,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
Who? Where? What? Examining distributed development in two large open source projects,C. Bird; N. Nagappan,"Microsoft Research, Redmond, Washington",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,237,246,"To date, a large body of knowledge has been built up around understanding open source software development. However, there is limited research on examining levels of geographic and organizational distribution within open source software projects, despite many studies examining these same aspects in commercial contexts. We set out to fill this gap in OSS knowledge by manually collecting data for two large, mature, successful projects in an effort to assess how distributed they are, both geographically and organizationally. Both Firefox and Eclipse have been the subject of many studies and are ubiquitous in the areas of software development and internet usage respectively. We identified the top contributors that made 95% of the changes over multiple major releases of Firefox and Eclipse and determined their geographic locations and organizational affiliations. We examine the distribution in each project's constituent subsystems and report the relationship of pre- and post-release defects with distribution levels.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224286,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224286,,Companies;Electronic mail;Fires;Open source software;Standards organizations,Internet;organisational aspects;project management;public domain software,ECLIPSE;FIREFOX;Internet;OSS project;distributed development;geographic location distribution;open source software development;organizational distribution;postrelease defect;prerelease defect;project constituent subsystem,,7,,32,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
Why do software packages conflict?,C. Artho; K. Suzaki; R. Di Cosmo; R. Treinen; S. Zacchiroli,"Research Center for Information Security, AIST, Umezono 1-1-1, Tsukuba, Ibaraki 305-8568, Japan",2012 9th IEEE Working Conference on Mining Software Repositories (MSR),20120625,2012,,,141,150,"Determining whether two or more packages cannot be installed together is an important issue in the quality assurance process of package-based distributions. Unfortunately, the sheer number of different configurations to test makes this task particularly challenging, and hundreds of such incompatibilities go undetected by the normal testing and distribution process until they are later reported by a user as bugs that we call _ÑÒconflict defects_Ñù. We performed an extensive case study of conflict defects extracted from the bug tracking systems of Debian and Red Hat. According to our results, conflict defects can be grouped into five main categories. We show that with more detailed package meta-data, about 30 % of all conflict defects could be prevented relatively easily, while another 30 % could be found by targeted testing of packages that share common resources or characteristics. These results allow us to make precise suggestions on how to prevent and detect conflict defects in the future.",2160-1852;21601852,Electronic:978-1-4673-1761-0; POD:978-1-4673-1760-3,10.1109/MSR.2012.6224274,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6224274,,Computer bugs;Databases;Libraries;Manuals;Software packages;Testing,program debugging;program testing;quality assurance;software packages;software quality,Debian;Red Hat;bug tracking system;conflict defect;distribution process;normal testing;package meta-data;package-based distribution;quality assurance process;software package,,7,2,21,,,,2-3 June 2012,,IEEE,IEEE Conferences,,9
A contextual approach towards more accurate duplicate bug report detection,A. Alipour; A. Hindle; E. Stroulia,"Department of Computing Science, University of Alberta, Edmonton, Canada",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,183,192,"Bug-tracking and issue-tracking systems tend to be populated with bugs, issues, or tickets written by a wide variety of bug reporters, with different levels of training and knowledge about the system being discussed. Many bug reporters lack the skills, vocabulary, knowledge, or time to efficiently search the issue tracker for similar issues. As a result, issue trackers are often full of duplicate issues and bugs, and bug triaging is time consuming and error prone. Many researchers have approached the bug-deduplication problem using off-the-shelf information-retrieval tools, such as BM25F used by Sun et al. In our work, we extend the state of the art by investigating how contextual information, relying on our prior knowledge of software quality, software architecture, and system-development (LDA) topics, can be exploited to improve bug-deduplication. We demonstrate the effectiveness of our contextual bug-deduplication method on the bug repository of the Android ecosystem. Based on this experience, we conclude that researchers should not ignore the context of software engineering when using IR tools for deduplication.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6624026,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624026,contextual information;deduplication;duplicate bug reports;information retrieval;machine learning;textual similarity;triaging,Accuracy;Androids;Computer bugs;Context;Humanoid robots;Software;Sun,Linux;information retrieval;program debugging;software architecture;software quality,Android ecosystem;IR tools;LDA topics;bug repository;contextual bug-deduplication method;contextual information;duplicate bug report detection;information-retrieval tools;software architecture;software engineering;software quality;system-development,,20,,26,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
An empirical study of the fault-proneness of clone mutation and clone migration,S. Xie; F. Khomh; Y. Zou,"Department of Electrical and Computer Engineering, Queen's University, Canada",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,149,158,"When implementing new features into a software system, developers may duplicate several lines of code to reuse some existing code segments. This action creates code clones in the software system. The literature has documented different types of code clone (e.g., Type-1, Type-2, and Type-3). Once created, code clones evolve as they are modified during both the development and maintenance phases of the software system. The evolution of code clones across the revisions of a software system is known as a clone genealogy. Existing work has investigated the fault-proneness of Type-1 and Type-2 clone genealogies. In this study, we investigate clone genealogies containing Type-3 clones. We analyze three long-lived software systems Apache-Ant, ArgoUML, and JBoss, which are all written in Java. Using the NiCad clone detection tool, we build clone genealogies and examine two evolutionary phenomena on clones: the mutation of the type of a clone during the evolution of a system, and the migration of clone segments across the repositories of a software system. Results show that 1) mutation and migration occur frequently in software systems; 2) the mutation of a clone group to Type-2 or Type-3 clones increases the risk for faults; 3) increasing the distance between code segments in a clone group also increases the risk for faults.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6624022,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624022,Types of clones;clone genealogy;clone migration;fault-proneness,Cloning;History;Java;Layout;Maintenance engineering;Software systems,software fault tolerance;software maintenance,APACHE-ANT;ARGOUML;JAVA;JBOSS;NICAD clone detection tool;Type-1 clone genealogy;Type-2 clone genealogy;Type-3 clone genealogy;clone migration;clone mutation;clone segment reuse;evolutionary phenomena;fault-proneness;long-lived software systems;software system development phase;software system maintenance phase;software system repositories,,11,,19,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
Asking for (and about) permissions used by Android apps,R. Stevens; J. Ganz; V. Filkov; P. Devanbu; H. Chen,"University of California, Davis Davis, CA, USA",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,31,40,"Security policies, which specify what applications are allowed to do, are notoriously difficult to specify correctly. Many applications were found to request over-liberal permissions. On mobile platforms, this might prevent a cautious user from installing an otherwise harmless application or, even worse, increase the attack surface in vulnerable applications. As a result of such difficulties, programmers frequently ask about them in on-line fora. Our goal is to gain some insight into both the misuse of permissions and the discussions of permissions in on-line fora. We analyze about 10,000 free apps from popular Android markets and found a significant sub-linear relationship between the popularity of a permission and the number of times when it is misused. We also study the relationship of permission use and the number of questions about the permission on StackOverflow. Finally, we study the effect of the influence of a permission (the functionality that it controls) and the interference of a permission (the number of other permissions that influence the same classes) on the occurrence of both permission misuse and permission discussions in StackOverflow.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6624000,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624000,,Androids;Documentation;Humanoid robots;Interference;Java;Security;Software,Linux;Web sites;authorisation;mobile computing,Android markets;StackOverflow;free-Android applications;mobile platforms;online fora;over-liberal permission request;permission discussions;permission interference;permission misuse;permission popularity;security policies;sublinear relationship,,12,,22,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
