Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Reporting Usability Defects: A Systematic Literature Review,N. S. M. Yusop; J. Grundy; R. Vasa,"Faculty of Computer and Mathematical Science, Universiti Teknologi MARA, Malaysia",IEEE Transactions on Software Engineering,20170915,2017,43,9,848,867,"Usability defects can be found either by formal usability evaluation methods or indirectly during system testing or usage. No matter how they are discovered, these defects must be tracked and reported. However, empirical studies indicate that usability defects are often not clearly and fully described. This study aims to identify the state of the art in reporting of usability defects in the software engineering and usability engineering literature. We conducted a systematic literature review of usability defect reporting drawing from both the usability and software engineering literature from January 2000 until March 2016. As a result, a total of 57 studies were identified, in which we classified the studies into three categories: reporting usability defect information, analysing usability defect data and key challenges. Out of these, 20 were software engineering studies and 37 were usability studies. The results of this systematic literature review show that usability defect reporting processes suffer from a number of limitations, including: mixed data, inconsistency of terms and values of usability defect data, and insufficient attributes to classify usability defects. We make a number of recommendations to improve usability defect reporting and management in software engineering.",0098-5589;00985589,,10.1109/TSE.2016.2638427,"Ministry of Higher Education Malaysia, Universiti Teknologi MARA (UiTM); 10.13039/100000163 - ARC Discovery projects scheme, the Deakin Software Technology Innovation Lab; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7779159,Systematic review;test management;usability defect reporting;usability testing;user interface,Bibliographies;Human computer interaction;Software engineering;Systematics;Testing;Usability,formal verification;pattern classification;product design;program testing,formal usability evaluation;mixed data;software engineering;system testing;usability defect classification;usability defect data;usability defect reporting processes,,,,,,,20161209,Sept. 1 2017,,IEEE,IEEE Journals & Magazines,,19
How Social and Communication Channels Shape and Challenge a Participatory Culture in Software Development,M. A. Storey; A. Zagalsky; F. F. Filho; L. Singer; D. M. German,"University of Victoria, Victoria, BC, Canada",IEEE Transactions on Software Engineering,20170213,2017,43,2,185,204,"Software developers use many different communication tools and channels in their work. The diversity of these tools has dramatically increased over the past decade and developers now have access to a wide range of socially enabled communication channels and social media to support their activities. The availability of such social tools is leading to a participatory culture of software development, where developers want to engage with, learn from, and co-create software with other developers. However, the interplay of these social channels, as well as the opportunities and challenges they may create when used together within this participatory development culture are not yet well understood. In this paper, we report on a large-scale survey conducted with 1,449 GitHub users. We discuss the channels these developers find essential to their work and gain an understanding of the challenges they face using them. Our findings lay the empirical foundation for providing recommendations to developers and tool designers on how to use and improve tools for software developers.",0098-5589;00985589,,10.1109/TSE.2016.2584053,10.13039/501100000038 - Natural Sciences and Engineering Research Council of Canada; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7498605,CSCW;Participatory culture;communication;social media;software engineering,Collaboration;Communication channels;Electronic mail;Face;Knowledge engineering;Media;Software,cultural aspects;professional communication;social networking (online);software development management;team working,GitHub users;communication tools;participatory culture;social channels;social media;social tools;socially enabled communication channels;software developers;software development,,2,,,,,20160623,Feb. 1 2017,,IEEE,IEEE Journals & Magazines,,19
Dependence Guided Symbolic Execution,H. Wang; T. Liu; X. Guan; C. Shen; Q. Zheng; Z. Yang,"Ministry of Education Key Lab For Intelligent Networks and Network Security (MOEKLINNS), School of Electronic and Information Engineering, Xi&#x0027;an Jiaotong University, Xi'an, China",IEEE Transactions on Software Engineering,20170313,2017,43,3,252,271,"Symbolic execution is a powerful technique for systematically exploring the paths of a program and generating the corresponding test inputs. However, its practical usage is often limited by the <italic>path explosion</italic> problem, that is, the number of explored paths usually grows exponentially with the increase of program size. In this paper, we argue that for the purpose of fault detection it is not necessary to systematically explore the paths, and propose a new symbolic execution approach to mitigate the path explosion problem by predicting and eliminating the redundant paths based on symbolic value. Our approach can achieve the equivalent fault detection capability as traditional symbolic execution without exhaustive path exploration. In addition, we develop a practical implementation called Dependence Guided Symbolic Execution (DGSE) to soundly approximate our approach. Through exploiting program dependence, DGSE can predict and eliminate the redundant paths at a reasonable computational cost. Our empirical study shows that the redundant paths are abundant and widespread in a program. Compared with traditional symbolic execution, DGSE only explores 6.96 to 96.57 percent of the paths and achieves a speedup of 1.02<inline-formula> <tex-math notation=""LaTeX"">$\times$</tex-math><alternatives><inline-graphic xlink:href=""liu-ieq1-2584063.gif""/> </alternatives></inline-formula> to 49.56<inline-formula><tex-math notation=""LaTeX"">$\times$</tex-math><alternatives> <inline-graphic xlink:href=""liu-ieq2-2584063.gif""/></alternatives></inline-formula>. We have released our tool and the benchmarks used to evaluate DGSE<inline-formula><tex-math notation=""LaTeX"">$^\ast$</tex-math><alternatives> <inline-graphic xlink:href=""liu-ieq3-2584063.gif""/></alternatives></inline-formula>.",0098-5589;00985589,,10.1109/TSE.2016.2584063,Fundamental Research Funds for the Central Universities; Ministry of Education Innovation Research Team; National Research Program of China; 10.13039/100000001 - US National Science Foundation; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100004806 - Fok Ying-Tong Education Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7497518,Symbolic execution;path coverage;program dependence,Benchmark testing;Computational efficiency;Electronic mail;Explosions;Fault detection;Input variables,,,,4,,,,,20160622,March 1 2017,,IEEE,IEEE Journals & Magazines,,19
Process Aspects and Social Dynamics of Contemporary Code Review: Insights from Open Source Development and Industrial Practice at Microsoft,A. Bosu; J. C. Carver; C. Bird; J. Orbeck; C. Chockley,"Department of Computer Science, Southern Illinois University, Carbondale, IL",IEEE Transactions on Software Engineering,20170109,2017,43,1,56,75,"Many open source and commercial developers practice contemporary code review, a lightweight, informal, tool-based code review process. To better understand this process and its benefits, we gathered information about code review practices via surveys of open source software developers and developers from Microsoft. The results of our analysis suggest that developers spend approximately 10-15 percent of their time in code reviews, with the amount of effort increasing with experience. Developers consider code review important, stating that in addition to finding defects, code reviews offer other benefits, including knowledge sharing, community building, and maintaining code quality. The quality of the code submitted for review helps reviewers form impressions about their teammates, which can influence future collaborations. We found a large amount of similarity between the Microsoft and OSS respondents. One interesting difference is that while OSS respondents view code review as an important method of impression formation, Microsoft respondents found knowledge dissemination to be more important. Finally, we found little difference between distributed and co-located Microsoft teams. Our findings identify the following key areas that warrant focused research: 1) exploring the non-technical benefits of code reviews, 2) helping developers in articulating review comments, and 3) assisting reviewers' program comprehension during code reviews.",0098-5589;00985589,,10.1109/TSE.2016.2576451,10.13039/100000001 - US National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7484733,Code review;OSS;commercial projects;open source;peer impressions;survey,Collaboration;Context;Human factors;Inspection;Instruments;Measurement;Organizations,public domain software;software engineering;software management;software reviews;team working,Microsoft teams;OSS;code quality;contemporary code review;knowledge dissemination;open source software developers,,,,,,,20160607,Jan. 1 2017,,IEEE,IEEE Journals & Magazines,,19
On the Positive Effect of Reactive Programming on Software Comprehension: An Empirical Study,G. Salvaneschi; S. Proksch; S. Amann; S. Nadi; M. Mezini,"Department of Computer Science, Reactive Systems Group, Technische Universit&#x00E4;t Darmstadt, Darmstadt, Germany",IEEE Transactions on Software Engineering,20171208,2017,43,12,1125,1143,"Starting from the first investigations with strictly functional languages, reactive programming has been proposed as the programming paradigm for reactive applications. Over the years, researchers have enriched reactive languages with more powerful abstractions, embedded these abstractions into mainstream languages-including object-oriented languages-and applied reactive programming to several domains, such as GUIs, animations, Web applications, robotics, and sensor networks. However, an important assumption behind this line of research is that, beside other claimed advantages, reactive programming makes a wide class of otherwise cumbersome applications more comprehensible. This claim has never been evaluated. In this paper, we present the first empirical study that evaluates the effect of reactive programming on comprehension. The study involves 127 subjects and compares reactive programming to the traditional object-oriented style with the Observer design pattern. Our findings show that program comprehension is significantly enhanced by the reactive-programming paradigm-a result that suggests to further develop research in this field.",0098-5589;00985589,,10.1109/TSE.2017.2655524,German Federal Ministry of Education and Research; 10.13039/501100000781 - European Research Council; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7827078,Reactive programming;controlled experiment;empirical study;software comprehension,Programming;Robot sensing systems;Runtime;Software development,functional languages;object-oriented languages;object-oriented programming,functional languages;object-oriented languages;observer design pattern;program comprehension;reactive languages;reactive programming;software comprehension,,,,,,,20170119,Dec. 1 2017,,IEEE,IEEE Journals & Magazines,,18
Using Natural Language Processing to Automatically Detect Self-Admitted Technical Debt,E. d. S. Maldonado; E. Shihab; N. Tsantalis,"Department of Computer Science and Software Engineering, Data-Driven Analysis of Software (DAS) Lab, Concordia University, Montreal, QC, Canada",IEEE Transactions on Software Engineering,20171110,2017,43,11,1044,1062,"The metaphor of technical debt was introduced to express the trade off between productivity and quality, i.e., when developers take shortcuts or perform quick hacks. More recently, our work has shown that it is possible to detect technical debt using source code comments (i.e., self-admitted technical debt), and that the most common types of self-admitted technical debt are design and requirement debt. However, all approaches thus far heavily depend on the manual classification of source code comments. In this paper, we present an approach to automatically identify design and requirement self-admitted technical debt using Natural Language Processing (NLP). We study 10 open source projects: Ant, ArgoUML, Columba, EMF, Hibernate, JEdit, JFreeChart, JMeter, JRuby and SQuirrel SQL and find that 1) we are able to accurately identify self-admitted technical debt, significantly outperforming the current state-of-the-art based on fixed keywords and phrases; 2) words related to sloppy code or mediocre source code quality are the best indicators of design debt, whereas words related to the need to complete a partially implemented requirement in the future are the best indicators of requirement debt; and 3) we can achieve 90 percent of the best classification performance, using as little as 23 percent of the comments for both design and requirement self-admitted technical debt, and 80 percent of the best performance, using as little as 9 and 5 percent of the comments for design and requirement self-admitted technical debt, respectively. The last finding shows that the proposed approach can achieve a good accuracy even with a relatively small training dataset.",0098-5589;00985589,,10.1109/TSE.2017.2654244,10.13039/501100000038 - Natural Sciences and Engineering Research Council of Canada; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7820211,Technical debt;empirical study;natural language processing;source code comments,Entropy;Java;Manuals;Natural language processing;Software;Structured Query Language;Unified modeling language,Java;SQL;computer crime;natural language processing;project management;public domain software;software maintenance;software management;software quality,NLP;Natural Language Processing;design debt;open source projects;requirement debt;self-admitted technical debt detection;source code comment classification;source code quality,,2,,,,,20170117,Nov. 1 2017,,IEEE,IEEE Journals & Magazines,,18
A Qualitative Study of Application-Level Caching,J. Mertz; I. Nunes,"Instituto de Inform&#x00E1;tica, Universidade Federal do Rio Grande do Sul, Porto Alegre-RS, Brazil",IEEE Transactions on Software Engineering,20170915,2017,43,9,798,816,"Latency and cost of Internet-based services are encouraging the use of application-level caching to continue satisfying users' demands, and improve the scalability and availability of origin servers. Despite its popularity, this level of caching involves the manual implementation by developers and is typically addressed in an ad-hoc way, given that it depends on specific details of the application. As a result, application-level caching is a time-consuming and error-prone task, becoming a common source of bugs. Furthermore, it forces application developers to reason about a crosscutting concern, which is unrelated to the application business logic. In this paper, we present the results of a qualitative study of how developers handle caching logic in their web applications, which involved the investigation of ten software projects with different characteristics. The study we designed is based on comparative and interactive principles of grounded theory, and the analysis of our data allowed us to extract and understand how developers address cache-related concerns to improve performance and scalability of their web applications. Based on our analysis, we derived guidelines and patterns, which guide developers while designing, implementing and maintaining application-level caching, thus supporting developers in this challenging task that is crucial for enterprise web applications.",0098-5589;00985589,,10.1109/TSE.2016.2633992,BRA; 10.13039/501100002322 - CAPES; 10.13039/501100003593 - CNPq; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7762909,Application-level caching;guideline;pattern;qualitative study;web application,Databases;Guidelines;HTML;Maintenance engineering;Scalability;Servers;Software,Internet;cache storage;project management;software management,Internet-based services;Web applications;application-level caching;caching logic;software projects,,,,,,,20161201,Sept. 1 2017,,IEEE,IEEE Journals & Magazines,,18
Approaches to Co-Evolution of Metamodels and Models: A Survey,R. Hebig; D. E. Khelladi; R. Bendraou,"Computer Science and Engineering G&#x00F6;teborg, Chalmers University of Technology, G&#x00F6;teborg, Sweden",IEEE Transactions on Software Engineering,20170512,2017,43,5,396,414,"Modeling languages, just as all software artifacts, evolve. This poses the risk that legacy models of a company get lost, when they become incompatible with the new language version. To address this risk, a multitude of approaches for metamodel-model co-evolution were proposed in the last 10 years. However, the high number of solutions makes it difficult for practitioners to choose an appropriate approach. In this paper, we present a survey on 31 approaches to support metamodel-model co-evolution. We introduce a taxonomy of solution techniques and classify the existing approaches. To support researchers, we discuss the state of the art, in order to better identify open issues. Furthermore, we use the results to provide a decision support for practitioners, who aim to adopt solutions from research.",0098-5589;00985589,,10.1109/TSE.2016.2610424,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7569018,Survey;design notations and documentation;metamodels;models;software engineering,Atmospheric modeling;Biological system modeling;Companies;Libraries;Productivity;Taxonomy;Unified modeling language,software engineering,coevolution approaches;decision support;metamodel-model coevolution;solution technique taxonomy,,2,,,,,20160915,May 1 2017,,IEEE,IEEE Journals & Magazines,,18
An Improved SDA Based Defect Prediction Framework for Both Within-Project and Cross-Project Class-Imbalance Problems,X. Y. Jing; F. Wu; X. Dong; B. Xu,"State Key Laboratory of Software Engineering, School of Computer, Wuhan University, Wuhan, China",IEEE Transactions on Software Engineering,20170414,2017,43,4,321,339,"Background. Solving the class-imbalance problem of within-project software defect prediction (SDP) is an important research topic. Although some class-imbalance learning methods have been presented, there exists room for improvement. For cross-project SDP, we found that the class-imbalanced source usually leads to misclassification of defective instances. However, only one work has paid attention to this cross-project class-imbalance problem. Objective. We aim to provide effective solutions for both within-project and cross-project class-imbalance problems. Method. Subclass discriminant analysis (SDA), an effective feature learning method, is introduced to solve the problems. It can learn features with more powerful classification ability from original metrics. For within-project prediction, we improve SDA for achieving balanced subclasses and propose the improved SDA (ISDA) approach. For cross-project prediction, we employ the semi-supervised transfer component analysis (SSTCA) method to make the distributions of source and target data consistent, and propose the SSTCA+ISDA prediction approach. Results. Extensive experiments on four widely used datasets indicate that: 1) ISDA-based solution performs better than other state-of-the-art methods for within-project class-imbalance problem; 2) SSTCA+ISDA proposed for cross-project class-imbalance problem significantly outperforms related methods. Conclusion. Within-project and cross-project class-imbalance problems greatly affect prediction performance, and we provide a unified and effective prediction framework for both problems.",0098-5589;00985589,,10.1109/TSE.2016.2597849,National Nature Science Foundation of China; Research Project of NJUPT; The Chinese 973 Program; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7530877,ISDA based defect prediction framework;Software defect prediction (SDP);cross-project class-imbalance;improved subclass discriminant analysis (ISDA);within-project class-imbalance,Learning systems;Measurement;Predictive models;Software;Software engineering;Support vector machines,learning (artificial intelligence);software engineering,SDA based defect prediction;SDP;SSTCA;class-imbalance learning;cross-project class-imbalance problem;semisupervised transfer component analysis;software defect prediction;subclass discriminant analysis;within-project class-imbalance problem,,2,,,,,20160803,April 1 2017,,IEEE,IEEE Journals & Magazines,,18
Efficient Dynamic Updates of Distributed Components Through Version Consistency,L. Baresi; C. Ghezzi; X. Ma; V. P. L. Manna,"Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy",IEEE Transactions on Software Engineering,20170414,2017,43,4,340,358,"Modern component-based distributed software systems are increasingly required to offer non-stop service and thus their updates must be carried out at runtime. Different authors have already proposed solutions for the safe management of dynamic updates. Our contribution aims at improving their efficiency without compromising safety. We propose a new criterion, called version consistency, which defines when a dynamic update can be safely and efficiently applied to the components that execute distributed transactions. Version consistency ensures that distributed transactions be served as if they were operated on a single coherent version of the system despite possible concurrent updates. The paper presents a distributed algorithm for checking version consistency efficiently, formalizes the proposed approach by means of a graph transformation system, and verifies its correctness through model checking. The paper also presents ConUp, a novel prototype framework that supports the approach and offers a viable, concrete solution for the use of version consistency. Both the approach and ConUp are evaluated on a significant third-party application. Obtained results witness the benefits of the proposed solution with respect to both timeliness and disruption.",0098-5589;00985589,,10.1109/TSE.2016.2592913,EEB-Edifici a zero consumo energetico in distretti urbani intelligenti; Italian Technology Cluster For Smart Communities; Telecom Italia; The 973 Program of China; 10.13039/501100001809 - NSFC; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7516718,Component-based distributed system;dynamic update;version-consistency,Concrete;Model checking;Portals;Runtime;Safety;Software systems,distributed programming;formal verification;graph theory,distributed components;distributed software systems;dynamic update;graph transformation system;version consistency,,,,,,,20160719,April 1 2017,,IEEE,IEEE Journals & Magazines,,18
Automated Synthesis and Dynamic Analysis of Tradeoff Spaces for Object-Relational Mapping,H. Bagheri; C. Tang; K. Sullivan,"Department of Computer Science and Engineering, University of Nebraska-Lincoln, Lincoln, NE",IEEE Transactions on Software Engineering,20170213,2017,43,2,145,163,"Producing software systems that achieve acceptable tradeoffs among multiple non-functional properties remains a significant engineering problem. We propose an approach to solving this problem that combines synthesis of spaces of design alternatives from logical specifications and dynamic analysis of each point in the resulting spaces. We hypothesize that this approach has potential to help engineers understand important tradeoffs among dynamically measurable properties of system components at meaningful scales within reach of existing synthesis tools. To test this hypothesis, we developed tools to enable, and we conducted, a set of experiments in the domain of relational databases for object-oriented data models. For each of several data models, we used our approach to empirically test the accuracy of a published suite of metrics to predict tradeoffs based on the static schema structure alone. The results show that exhaustive synthesis and analysis provides a superior view of the tradeoff spaces for such designs. This work creates a path forward toward systems that achieve significantly better tradeoffs among important system properties.",0098-5589;00985589,,10.1109/TSE.2016.2587646,10.13039/100000001 - National Science Foundation; 10.13039/100000001 - US National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7506009,ORM;Specification-driven synthesis;dynamic analysis;relational logic;static analysis;tradespace analysis,Data models;Load modeling;Measurement;Object oriented modeling;Relational databases;Semantics,data models;formal specification;object-oriented methods;program diagnostics,automated tradeoff space synthesis;dynamic analysis;dynamic tradeoff space analysis;dynamically measurable properties;logical specifications;nonfunctional properties;object-oriented data models;object-relational mapping;relational databases;software systems;static schema structure;system properties,,,,,,,20160707,Feb. 1 2017,,IEEE,IEEE Journals & Magazines,,18
Automating Live Update for Generic Server Programs,C. Giuffrida; C. Iorgulescu; G. Tamburrelli; A. S. Tanenbaum,"Vrije Universiteit Amsterdam, De Boelelaan, Amsterdam, Netherlands",IEEE Transactions on Software Engineering,20170314,2017,43,3,207,225,"The pressing demand to deploy software updates without stopping running programs has fostered much research on live update systems in the past decades. Prior solutions, however, either make strong assumptions on the nature of the update or require extensive and error-prone manual effort, factors which discourage the adoption of live update. This paper presents <italic>Mutable Checkpoint-Restart</italic> (<italic>MCR</italic>), a new live update solution for generic (multiprocess and multithreaded) server programs written in C. Compared to prior solutions, MCR can support arbitrary software updates and automate most of the common live update operations. The key idea is to allow the running version to safely reach a quiescent state and then allow the new version to restart as similarly to a fresh program initialization as possible, relying on existing code paths to automatically restore the old program threads and reinitialize a relevant portion of the program data structures. To transfer the remaining data structures, MCR relies on a combination of precise and conservative garbage collection techniques to trace all the global pointers and apply the required state transformations on the fly. Experimental results on popular server programs (<italic>Apache httpd</italic>, <italic>nginx</italic>, <italic>OpenSSH</italic> and <italic>vsftpd</italic>) confirm that our techniques can effectively automate problems previously deemed difficult at the cost of negligible performance overhead (2 percent on average) and moderate memory overhead (3.9<inline-formula><tex-math notation=""LaTeX"">$\times$ </tex-math><alternatives><inline-graphic xlink:href=""giuffrida-ieq1-2584066.gif""/></alternatives></inline-formula> on average, without optimizations).",0098-5589;00985589,,10.1109/TSE.2016.2584066,10.13039/501100000781 - ERC; 10.13039/501100000781 - European Research Council; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7497481,DSU;Live update;checkpoint-restart;garbage collection;quiescence detection;record-replay,Buildings;Convergence;Data structures;Manuals;Servers;Software;System recovery,,,,,,,,,20160622,March 1 2017,,IEEE,IEEE Journals & Magazines,,18
A Dissection of the Test-Driven Development Process: Does It Really Matter to Test-First or to Test-Last?,D. Fucci; H. Erdogmus; B. Turhan; M. Oivo; N. Juristo,"Department of Information Processing Science, University of Oulu, Oulu, Finland",IEEE Transactions on Software Engineering,20170714,2017,43,7,597,614,"Background: Test-driven development (TDD) is a technique that repeats short coding cycles interleaved with testing. The developer first writes a unit test for the desired functionality, followed by the necessary production code, and refactors the code. Many empirical studies neglect unique process characteristics related to TDD iterative nature. Aim: We formulate four process characteristic: sequencing, granularity, uniformity, and refactoring effort. We investigate how these characteristics impact quality and productivity in TDD and related variations. Method: We analyzed 82 data points collected from 39 professionals, each capturing the process used while performing a specific development task. We built regression models to assess the impact of process characteristics on quality and productivity. Quality was measured by functional correctness. Result: Quality and productivity improvements were primarily positively associated with the granularity and uniformity. Sequencing, the order in which test and production code are written, had no important influence. Refactoring effort was negatively associated with both outcomes. We explain the unexpected negative correlation with quality by possible prevalence of mixed refactoring. Conclusion: The claimed benefits of TDD may not be due to its distinctive test-first dynamic, but rather due to the fact that TDD-like processes encourage fine-grained, steady steps that improve focus and flow.",0098-5589;00985589,,10.1109/TSE.2016.2616877,FiDiPro; 10.13039/501100002341 - Academy of Finland; 10.13039/501100003406 - TEKES; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7592412,Test-driven development;empirical investigation;external quality;process dimensions;productivity,Companies;Conferences;Context;Productivity;Sequential analysis;Testing,program testing;regression analysis;software engineering,TDD iterative nature;TDD technique;granularity characteristic;refactoring effort characteristic;regression model;sequencing characteristic;test-driven development process;uniformity characteristic,,,,,,,20161018,July 1 2017,,IEEE,IEEE Journals & Magazines,,17
An Empirical Comparison of Model Validation Techniques for Defect Prediction Models,C. Tantithamthavorn; S. McIntosh; A. E. Hassan; K. Matsumoto,"Graduate School of Information Science, Nara Institute of Science and Technology, Ikoma, Japan",IEEE Transactions on Software Engineering,20170109,2017,43,1,1,18,"Defect prediction models help software quality assurance teams to allocate their limited resources to the most defect-prone modules. Model validation techniques, such as <inline-formula><tex-math notation=""LaTeX"">$k$</tex-math> <alternatives><inline-graphic xlink:href=""tantithamthavorn-ieq1-2584050.gif""/></alternatives></inline-formula>-fold cross-validation, use historical data to estimate how well a model will perform in the future. However, little is known about how accurate the estimates of model validation techniques tend to be. In this paper, we investigate the bias and variance of model validation techniques in the domain of defect prediction. Analysis of 101 public defect datasets suggests that 77 percent of them are highly susceptible to producing unstable results_Ñ_ - selecting an appropriate model validation technique is a critical experimental design choice. Based on an analysis of 256 studies in the defect prediction literature, we select the 12 most commonly adopted model validation techniques for evaluation. Through a case study of 18 systems, we find that single-repetition holdout validation tends to produce estimates with 46-229 percent more bias and 53-863 percent more variance than the top-ranked model validation techniques. On the other hand, out-of-sample bootstrap validation yields the best balance between the bias and variance of estimates in the context of our study. Therefore, we recommend that future defect prediction studies avoid single-repetition holdout validation, and instead, use out-of-sample bootstrap validation.",0098-5589;00985589,,10.1109/TSE.2016.2584050,Advancing Strategic International Networks to Accelerate the Circulation of Talented Researchers; Interdisciplinary Global Networks for Accelerating Theory and Practice in Software Ecosystem; 10.13039/501100000038 - Natural Sciences and Engineering Research Council of Canadaëè(NSERC); 10.13039/501100000646 - JSPS; 10.13039/501100000646 - JSPS Fellows; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7497471,Defect prediction models;bootstrap validation;cross validation;holdout validation;model validation techniques,Analytical models;Context;Context modeling;Data models;Logistics;Predictive models;Software,,,,4,,,,,20160622,Jan. 1 2017,,IEEE,IEEE Journals & Magazines,,17
Locating Software Faults Based on Minimum Debugging Frontier Set,F. Li; Z. Li; W. Huo; X. Feng,"State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, P.R.China",IEEE Transactions on Software Engineering,20170811,2017,43,8,760,776,"In this article, we propose a novel state-based fault-localization approach. Given an observed failure that is reproducible under the same program input, this new approach uses two main techniques to reduce the state exploration cost. Firstly, the execution trace to be analyzed for the observed failure is successively narrowed by making the set of trace points in each step a cut of the dynamic dependence graph. Such a cut divides the remaining trace into two parts and, based on the sparse symbolic exploration outcome, one part is removed from further exploration. This process continues until reaching where the fault is determined to be. Second, the cut in each step is chosen such that the union of the program states from the members of the cut is of the minimum size among all candidate cuts. The set of statement instances in the chosen cut is called a minimum debugging frontier set (MDFS). To evaluate our approach, we apply it to 16 real bugs from real world programs and compare our fault reports with those generated by state-of-the-art approaches. Results show that the MDFS approach obtains high quality fault reports for these test cases with considerably higher efficiency than previous approaches.",0098-5589;00985589,,10.1109/TSE.2016.2632122,National High Technology Research and Development Program of China; 10.13039/100000001 - National Science Foundation of United States; 10.13039/501100001809 - National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7755837,Fault localization;dynamic dependence graph;minimum debugging frontier set;sparse symbolic exploration,Computer aided software engineering;Computer architecture;Computer bugs;Computers;Debugging;Indexes;Software,graph theory;program debugging;software fault tolerance,MDFS;dynamic dependence graph;execution trace;minimum debugging frontier set;program bugs;software faults location;sparse symbolic exploration;state exploration cost;state-based fault-localization;trace points,,,,,,,20161123,Aug. 1 2017,,IEEE,IEEE Journals & Magazines,,16
Keyword Search for Building Service-Based Systems,Q. He; R. Zhou; X. Zhang; Y. Wang; D. Ye; F. Chen; J. C. Grundy; Y. Yang,"State Key Laboratory of Software Engineering, Wuhan University, Wuhan, China",IEEE Transactions on Software Engineering,20170714,2017,43,7,658,674,"With the fast growth of applications of service-oriented architecture (SOA) in software engineering, there has been a rapid increase in demand for building service-based systems (SBSs) by composing existing Web services. Finding appropriate component services to compose is a key step in the SBS engineering process. Existing approaches require that system engineers have detailed knowledge of SOA techniques which is often too demanding. To address this issue, we propose Keyword Search for Service-based Systems (KS3), a novel approach that integrates and automates the system planning, service discovery and service selection operations for building SBSs based on keyword search. KS3 assists system engineers without detailed knowledge of SOA techniques in searching for component services to build SBSs by typing a few keywords that represent the tasks of the SBSs with quality constraints and optimisation goals for system quality, e.g., reliability, throughput and cost. KS3 offers a new paradigm for SBS engineering that can significantly save the time and effort during the system engineering process. We conducted large-scale experiments using two real-world Web service datasets to demonstrate the practicality, effectiveness and efficiency of KS3.",0098-5589;00985589,,10.1109/TSE.2016.2624293,10.13039/501100000923 - Australian Research Council; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7731135,Service-based system;cloud computing;keyword search;quality of service;service composition;web service,Buildings;Data models;Keyword search;Libraries;Planning;Service-oriented architecture,Web services;service-oriented architecture,KS3;SBS engineering process;SOA techniques;Web services;keyword search;service-based system building;service-oriented architecture;software engineering,,,,,,,20161102,July 1 2017,,IEEE,IEEE Journals & Magazines,,16
