"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"MultiNet: usable and secure WiFi device association","A. Brown; R. Mortier; T. Rodden","University of Nottingham, Nottingham, United Kingdom","ACM SIGCOMM Computer Communication Review","20160129","2012","42","4","275","276","<p>This demo presents <i>MultiNet</i>, a novel method for joining devices to a domestic Wi-Fi network. MultiNet dynamically reconfigures the network to accept each device, rather than configuring each device to fit the network as is the norm. It does so by assuming that each device is pre-configured with a cryptographically generated WPA2 network SSID/passphrase pair, and then providing a lightweight interaction through which the user creates a new network for each device. This approach makes securely adding devices to a wireless network straightforward without compromising security or burdening the user, and maintaining backward compatibility with existing deployed standards and protocols.</p> <p>The demo deploys a MultiNet Access Point (AP) and a number of Wi-Fi enabled consumer devices to allow viewers to dynamically construct and deconstruct the network via the MultiNet controller currently implemented as an app on an Android phone (Figure 1). The code for MultiNet is publicly available under open-source licenses.</p>","0146-4833;01464833","","10.1145/2377677.2377728","","","usable security; domestic environments; 802.11; infrastructure intervention","","","","","","","","","","","October 2012","","ACM","ACM Journals & Magazines"
"Ipb-frame adaptive mapping mechanism for video transmission over IEEE 802.11e WLANs","X. W. Yao; W. L. Wang; S. H. Yang; Y. F. Cen; X. M. Yao; T. Q. Pan","Zhejiang University of Technology, Hangzhou, China","ACM SIGCOMM Computer Communication Review","20160129","2014","44","2","5","12","<p>This paper proposed an IPB-frame Adaptive Mapping Mechanism (AMM) to improve the video transmission quality over IEEE 802.11e Wireless Local Area Networks (WLANs). Based on the frame structure of hierarchical coding technology, the probability of each frame allocated to the most appropriate Access Category (AC) was dynamically updated according to its importance and traffic load of each AC. Simulation results showed the superior performance of the proposed AMM by comparing with three other existing mechanisms in terms of three objective metrics.</p>","0146-4833;01464833","","10.1145/2602204.2602206","","","802.11e;hierarchical video coding;mapping mechanism;video transmission;wlans","","","","","2","","","","","","April 2014","","ACM","ACM Journals & Magazines"
"Optimizing matrix transposes using a POWER7 cache model and explicit prefetching","G. Mateescu; G. H. Bauer; R. A. Fiedler","Ecole Polytechnique F&#233;d&#233;rale de Lausanne, Lausanne, Switzerland","ACM SIGMETRICS Performance Evaluation Review","20160129","2012","40","2","68","73","<p>We consider the problem of efficiently computing matrix transposes on the POWER7 architecture. We develop a matrix transpose algorithm that uses cache blocking, cache prefetching and data alignment. We model the POWER7 data cache and memory concurrency and use the model to predict the memory throughput of the proposed matrix transpose algorithm. The performance of our matrix transpose algorithm is up to five times higher than that of the dgetmo routine of the Engineering and Scientific Subroutine Library and is 2.5 times higher than that of the code generated by compiler-inserted prefetching. Numerical experiments indicate a good agreement between the predicted and the measured memory throughput. </p>","0163-5999;01635999","","10.1145/2381056.2381073","","","POWER7;cache;matrix transpose;prefetching","","","","","1","","","","","","September 2012","","ACM","ACM Journals & Magazines"
"Auto-generation of communication benchmark traces","V. Deshpande; X. Wu; F. Mueller","North Carolina State University, Raleigh, NC, USA","ACM SIGMETRICS Performance Evaluation Review","20160129","2012","40","2","99","105","<p>Benchmarks are essential for evaluating HPC hardware and software for petascale machines and beyond. But benchmark creation is a tedious manual process. As a result, benchmarks tend to lag behind the development of complex scientific codes. Our work automates the creation of communication benchmarks. Given an MPI application, we utilize ScalaTrace, a lossless and scalable framework to trace communication operations and execution time while abstracting away the computations. A single trace file that reflects the behavior of all nodes is subsequently expanded to C source code by a novel code generator. This resulting benchmark code is compact, portable, human-readable, and accurately reflects the original application's communication characteristics and performance. Experimental results demonstrate that generated source code of benchmarks preserves both the communication patterns and the run-time behavior of the original application. Such automatically generated benchmarks not only shorten the transition from application development to benchmark extraction but also facilitate code obfuscation, which is essential for benchmark extraction from commercial and restricted applications. </p>","0163-5999;01635999","","10.1145/2381056.2381078","","","ScalaTrace;communication benchmark;performance;trace compression","","","","","1","","","","","","September 2012","","ACM","ACM Journals & Magazines"
"An empirical study on clone stability","M. Mondal; C. K. Roy; K. A. Schneider","University of Saskatchewan, Canada","ACM SIGAPP Applied Computing Review","20160129","2012","12","3","20","36","<p>Code cloning is a controversial software engineering practice due to contradictory claims regarding its effect on software maintenance. Code stability is a recently introduced measurement technique that has been used to determine the impact of code cloning by quantifying the changeability of a code region. Although most existing stability analysis studies agree that cloned code is more stable than non-cloned code, the studies have two major flaws: (i) each study only considered a single stability measurement (e.g., lines of code changed, frequency of change, age of change); and, (ii) only a small number of subject systems were analyzed and these were of limited variety.</p> <p>In this paper, we present a comprehensive empirical study on code stability using four different stability measuring methods. We use a recently introduced hybrid clone detection tool, NiCAD, to detect the clones and analyze their stability in different dimensions: by clone type, by measuring method, by programming language, and by system size and age. Our in-depth investigation on 12 diverse subject systems written in three programming languages considering three types of clones reveals that: (i) cloned code is generally less stable than non-cloned code, and more specifically both Type-1 and Type-2 clones show higher instability than Type-3 clones; (ii) clones in both Java and C systems exhibit higher instability compared to the clones in C# systems; (iii) a system's development strategy might play a key role in defining its comparative code stability scenario; and, (iv) cloned and non-cloned regions of a subject system do not follow any consistent change pattern.</p>","1559-6915;15596915","","10.1145/2387358.2387360","","","changeability;code stability;modification frequency;overall instability;software clones;types of clones","","","","","10","","","","","","September 2012","","ACM","ACM Journals & Magazines"
"Attack tolerant architecture for big data file systems","B. B. Madan; M. Banik","Old Dominion University, Norfolk, VA","ACM SIGMETRICS Performance Evaluation Review","20160129","2014","41","4","65","69","<p>Data driven decisions derived from big data have become critical in many application domains, fueling the demand for collection, transportation, storage and processing of massive volumes of data. Such applications have made data a valuable resource that needs to be provided appropriate security. High value associated with big data sets has rendered big data storage systems attractive targets for cyber attackers, whose goal is to compromise the Confidentiality, Integrity and Availability of data and information. Common defense strategy for protecting cyber assets has been to first take preventive measures, and if these fail, detecting intrusions and finally recovery. Unfortunately, attackers have developed tremendous technical sophistication to defeat most defensive mechanisms. Alternative strategy is to design architectures which are intrinsically attack tolerant. This paper describes a technique that involves eliminating single point of security failures through fragmentation, coding, dispersion and reassembly. It is shown that this technique can be successfully applied to routing, networked storage systems, and big data file systems to make them attack tolerant.</p>","0163-5999;01635999","","10.1145/2627534.2627556","","","attack tolerance;big-data security;data availability;data confidentiality;data integrity;secure storage","","","","","","","","","","","March 2014","","ACM","ACM Journals & Magazines"
"BlackjackBench: portable hardware characterization","A. Danalis; P. Luszczek; G. Marin; J. S. Vetter; J. Dongarra","University of Tennessee, Knoxville, TN, USA","ACM SIGMETRICS Performance Evaluation Review","20160129","2012","40","2","74","79","<p>DARPA's AACE project aimed to develop Architecture Aware Compiler Environments that automatically characterizes the hardware and optimizes the application codes accordingly. We present the BlackjackBench -- a suite of portable benchmarks that automate system characterization, plus statistical analysis techniques for interpreting the results. The BlackjackBench discovers the effective sizes and speeds of the hardware environment rather than the often unattainable peak values. We aim at hardware characteristics that can be observed by running standard C codes. We characterize the memory hierarchy, including cache sharing and NUMA characteristics of the system, properties of the processing cores affecting instruction execution speed, and the length of the OS scheduler time slot. We show how they all could potentially interfere with each other and how established classification and statistical analysis techniques reduce experimental noise and aid automatic interpretation of results. </p>","0163-5999;01635999","","10.1145/2381056.2381074","","","hardware characterization;micro-benchmarks;statistical analysis","","","","","1","","","","","","September 2012","","ACM","ACM Journals & Magazines"
"Towards autotuning by alternating communication methods","A. Tineo; S. R. Alam; T. C. Schulthess","Swiss National Supercomputing Centre, Switzerland","ACM SIGMETRICS Performance Evaluation Review","20160129","2012","40","2","80","85","<p>Interconnects in emerging high performance computing systems feature hardware support for one-sided, asynchronous communication and global address space programming models in order to improve parallel efficiency and productivity by allowing communication and computation overlap and outof- order delivery. In practice though, complex interactions between the software stack and the communication hardware make it challenging to obtain optimum performance for a full application expressed with a one-sided programming paradigm. Here, we present a proof-of-concept study for an autotuning framework that instantiates hybrid kernels based on refactored codes using available communication libraries or languages on a Cray XE6 and a SGI Altix UV 1000. We validate our approach by improving performance for bandwidth- and latency-bound kernels of interest in quantum physics and astrophysics by up to 35% and 80% respectively. </p>","0163-5999;01635999","","10.1145/2381056.2381075","","","PGAS;autotuning;one-sided communication","","","","","","","","","","","September 2012","","ACM","ACM Journals & Magazines"
"A performance evaluation tool for hybrid and dynamic distributed systems","A. E. Silva Freitas; R. J. de Araújo Macêdo","Federal Institute of Bahia (IFBA), Salvador, BA, Brazil and Federal University of Bahia (UFBA), Salvador, BA, Brazil","ACM SIGOPS Operating Systems Review","20160129","2014","48","1","11","18","<p>Distributed systems are usually modeled by a set of distributed processes spread over a number of networked computers. Such processes communicate and synchronize themselves by message passing through communication channels. Processes and communication channels can be characterized by synchronous or asynchronous timeliness behavior, according to the characteristics of underlying systems (operating system and communication sub-system). Unlike conventional distributed systems, the timeliness characteristics of dynamic and hybrid distributed systems may vary over time, according to the availability of resources and occurrence of failures. Such systems are becoming common today because of the increasing diversity and heterogeneity of computer networks and associated devices. Due to their high complexity, these systems are difficult to test or verify. In this paper, we introduce a novel simulation tool for such environments, where distinct fault models and timeliness properties can be dynamically assigned to processes and communication channels. Such a tool is meant not only for protocol evaluation but also for prototyping, allowing code reuse in real applications.</p>","0163-5980;01635980","","10.1145/2626401.2626404","","","","","","","","","","","","","","January 2014","","ACM","ACM Journals & Magazines"
"Enhancing X3DOM declarative 3D with rigid body physics support","A. Stamoulias; A. G. Malamos; M. Zampoglou; D. Brutzman","Technological Educational Institute of Crete, Heraklion, Greece, GR","Proceedings of the Nineteenth International ACM Conference on 3D Web Technologies","20160129","2014","","","99","107","<p>Given that physics can be fundamental for realistic and interactive Web3D applications, a number of JavaScript versions of physics engines have been introduced during the past years. This paper presents the implementation of the rigid body physics component, as defined by the X3D specification, in the X3DOM environment, and the creation of dynamic 3D interactive worlds. We briefly review the state of the art in current technologies for Web3D graphics, including HTML5, WebGL and X3D, and then explore the significance of physics engines in building realistic Web3D worlds. We include a comprehensive review of JavaScript physics engine libraries, and proceed to summarize the significance of our implementation while presenting in detail the methodology followed. The results obtained so far from our cross-browser experiments demonstrate that real-time interactive scenes with hundreds of rigid bodies can be constructed and operate with acceptable frame rates, while the allowing the user to maintain the scene control.</p>","","","10.1145/2628588.2628602","","","Ammo.js;HTML5;Web3D;WebGL;X3D;X3DOM;bullet physics;constraint;interactive 3D;physics engines;real-time;rigid body","","","","","","","","","","","8-10 Aug. 2014","","ACM","ACM Conferences"
"A review on recent phishing attacks in Internet","Lakhita; S. Yadav; B. Bohra; Pooja","Dept. of Comput. Sci., Maharishi Arvind Coll. of Eng. & Res. Center, Jaipur, India","2015 International Conference on Green Computing and Internet of Things (ICGCIoT)","20160114","2015","","","1312","1315","The development of internet comes with the other domain that is cyber-crime. The record and intelligently can be exposed to a user of illegal activity so that it has become important to make the technology reliable. Phishing techniques include domain of email messages. Phishing emails have hosted such a phishing website, where a click on the URL or the malware code as executing some actions to perform is socially engineered messages. Lexically analyzing the URLs can enhance the performance and help to differentiate between the original email and the phishing URL. As assessed in this study, in addition to textual analysis of phishing URL, email classification is successful and results in a highly precise anti phishing.","","Electronic:978-1-4673-7910-6; POD:978-1-4673-7911-3; USB:978-1-4673-7909-0","10.1109/ICGCIoT.2015.7380669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7380669","Phishing Attacks;Security;Tabnapping","Browsers;Companies;Electronic mail;Internet;Malware;Uniform resource locators","Internet;Web sites;computer crime;invasive software;text analysis;unsolicited e-mail","Internet;URL;cyber-crime;email classification;email messages;illegal activity;malware code;phishing Website;phishing attacks;phishing emails;socially engineered messages;textual analysis","","","","8","","","","8-10 Oct. 2015","","IEEE","IEEE Conferences"
"A Survey on High Mobility Wireless Communications: Challenges, Opportunities and Solutions","J. Wu; P. Fan","University of Arkansas, Fayetteville, AR, USA","IEEE Access","20170520","2016","4","","450","476","Providing reliable broadband wireless communications in high mobility environments, such as high-speed railway systems, remains one of the main challenges faced by the development of the next generation wireless systems. This paper provides a systematic review of high mobility communications. We first summarize a list of key challenges and opportunities in high mobility communication systems, then provide comprehensive reviews of techniques that can address these challenges and utilize the unique opportunities. The review covers a wide spectrum of communication operations, including the accurate modeling of high mobility channels, the transceiver structures that can exploit the properties of high mobility environments, the signal processing techniques that can harvest the benefits (e.g., Doppler diversity) and mitigate the impairments (e.g., carrier frequency offset, intercarrier interference, channel estimation errors) in high mobility systems, and the mobility management and network architectures that are designed specifically for high mobility systems. The survey focuses primarily on physical layer operations, which are affected the most by the mobile environment, with some additional discussions on higher layer operations, such as handover management and control-plane/user-plane decoupling, which are essential to high mobility operations. Future research directions on high mobility communications are summarized at the end of this paper.","","","10.1109/ACCESS.2016.2518085","111 Project; Fundamental Research Funds for the Central Universities; National Basic Research Program of China (973 Program); National Science Foundation of China (NSFC); 10.13039/100000001 - National Science Foundation of US; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7383229","CFO;Doppler diversity;High mobility communications;ICI;fast time-varying fading;mobility management","Channel estimation;Doppler effect;Fading channels;Handover;Mobility management;OFDM;Wireless communication","broadband networks;mobile radio;mobility management (mobile radio);radio spectrum management;radio transceivers;signal processing;telecommunication network reliability","broadband wireless communication reliability;communication operation wide spectrum;high mobility wireless communication system environment;mobile environment;mobility management;network architecture;signal processing technique;transceiver structure","","16","","223","","","20160114","2016","","IEEE","IEEE Journals & Magazines"
"A Comparative Review of Steganalysis Techniques","T. Qian; S. Manoharan","Dept. of Comput. Sci., Univ. of Auckland, Auckland, New Zealand","2015 2nd International Conference on Information Science and Security (ICISS)","20160107","2015","","","1","4","While Cryptography is the science of secure communication, Steganography is the art of covert communication. Steganography has a long history, but modern steganography uses digital carriers such as electronic text, disk space, network packets, digital audio and images to hide secrets. Steganalysis, the countermeasure to steganography, is designed to detect and analyse the hidden data disseminated using steganography. This paper reviews and compares three steganalysis techniques: the Histogram Characteristic Function (HCF) technique, the Regular-Singular analysis (RS) technique, and Raw Quick Pair (RQP) technique. The paper analyses the performance, characteristics, and limitations of these three techniques, supported by empirical evidence.","","Electronic:978-1-4673-8611-1; POD:978-1-4673-8612-8","10.1109/ICISSEC.2015.7370963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7370963","","Detectors;Gray-scale;Histograms;Image coding;Image color analysis;Q-factor;Transform coding","cryptography;steganography","HCF technique;RQP technique;RS technique;covert communication;cryptography;digital audio;digital carriers;digital images;disk space;electronic text;histogram characteristic function;network packets;raw quick pair;regular-singular analysis;secret data hiding;secure communication;steganalysis techniques;steganography","","","","12","","","","14-16 Dec. 2015","","IEEE","IEEE Conferences"
"Supervised Image Classification Using Deep Convolutional Wavelets Network","S. Hassairi; R. Ejbali; M. Zaied","REGIM-Lab.: Res. Groups in Intell., Machines Univ. of Sfax, Sfax, Tunisia","2015 IEEE 27th International Conference on Tools with Artificial Intelligence (ICTAI)","20160107","2015","","","265","271","This paper gives a review of the deep learning history and proposes a new approach to supervised image classification by the combination of two techniques of learning: the wavelet network and the deep learning. This new approach consists of performing the classification of one class versus all the other classes of the dataset by the reconstruction of a convolutional deep neural wavelet network. This network is obtained using a series of stacked auto-encoders and a linear classifier. The experimental test of our approach performed on ""COIL-100"" dataset demonstrates that our model is remarkably efficient for image classification compared to a known classifier.","1082-3409;10823409","Electronic:978-1-5090-0163-7; USB:978-1-5090-0162-0","10.1109/ICTAI.2015.49","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7372145","Convolutional Neural Network;Deep learning;Stacked AutoEncoders;Wavelet Network","Approximation methods;Biological neural networks;Convolutional codes;Machine learning;Neurons;Training","image classification;wavelet neural nets","COIL-100 dataset;deep convolutional wavelet network;linear classifier;one class classification;stacked auto-encoders;supervised image classification","","4","","40","","","","9-11 Nov. 2015","","IEEE","IEEE Conferences"
"Multithreaded signal preprocessing approach for inertial sensors of smartphone","S. Kaghyan; H. Sarukhanyan","Coding and Signal Processing Department, Institute for Informatics and Automation Problems of NAS RA, Yerevan, Armenia","2015 Computer Science and Information Technologies (CSIT)","20151217","2015","","","85","89","Cell phones and other mobile devices become the part of human culture and change activity and lifestyle patterns. Mobile phone technology continuously evolves and incorporates more and more sensors for enabling advanced applications. Latest generations of smart phones incorporate GPS and WLAN location finding modules, vision cameras, microphones, accelerometers, temperature sensors etc. The availability of these sensors in mass-market communication devices creates exciting new opportunities for data mining applications. Particularly healthcare applications exploiting build-in sensors are very promising. This work reviews different aspects of human activity recognition, including review of state-of-the-art, implementation and algorithmic aspects.","","Electronic:978-1-4673-7562-7; POD:978-1-4673-7563-4","10.1109/CSITechnol.2015.7358256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358256","Activity recognition;feature extraction;mobile computing;signal preprocessing;smartphone sensors","Accelerometers;Classification algorithms;Data processing;Instruction sets;Mobile handsets;Sensors;Servers","Global Positioning System;accelerometers;data mining;health care;microphone arrays;microphones;mobile computing;multi-threading;smart phones;temperature sensors;wireless LAN","GPS;WLAN;accelerometer;cell phone;data mining application;healthcare application;human activity recognition;inertial sensor;location finding module;mass-market communication device;microphones;mobile device;mobile phone technology;multithreaded signal preprocessing approach;smartphone;temperature sensor;vision camera","","","","17","","","","Sept. 28 2015-Oct. 2 2015","","IEEE","IEEE Conferences"
"A Review on Synergistic Learning","C. Li; Y. Li","College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China","IEEE Access","20170520","2016","4","","119","134","In neuroscience, it is widely believed that learning and memory are primarily based on synaptic plasticity which is a neural mechanism that modifies the strength of connections between neurons. As a counterpart in machine learning, the modification of connection strength (weight) endows artificial neural networks with a powerful learning capability to solve various problems. Independent of modification for synaptic strength, recent experimental results have revealed that a single neuron also has the ability to change its intrinsic excitability to fit the synaptic input. This mechanism is referred to as neuronal intrinsic plasticity (IP) in the literature. Computational learning rules for IP have been developed based on the hypothesis of information maximization with a stable response level. With the discovery of this novel plasticity mechanism, a series of studies has focused on how IP plays a role in biological neural systems and how they benefit the learning performance of artificial neural networks. In this review, corresponding research on synergies between IP and synaptic plasticity mechanisms is presented in both the computational modeling of biological neural systems and the applications of artificial neural networks, and this combination in artificial learning systems is defined as synergistic learning.","","","10.1109/ACCESS.2015.2509005","National Program for Special Support of Eminent Professionals; 10.13039/501100001809 - National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358047","Intrinsic plasticity;artificial neural networks;homeostasis;machine learning;sparse coding;synaptic plasticity;synergistic learning","Computational modeling;Hebbian theory;IP networks;Learning systems;Neuroscience;Synergistic learning","learning (artificial intelligence);neural nets","artificial learning systems;artificial neural networks;biological neural systems;machine learning;neural mechanism;neuronal intrinsic plasticity;synaptic plasticity;synergistic learning","","2","","111","","","20151217","2016","","IEEE","IEEE Journals & Magazines"
"Social media interaction and analytics for enhanced educational experiences","G. Palaiokrassas; A. Voulodimos; K. Konstanteli; N. Vretos; D. S. Osborne; E. Chatzi; P. Daras; T. Varvarigou","National Technical University of Athens","IEEE Internet Computing","","2015","Early Access","Early Access","1","1","In this paper we present an innovative system based on social media and high quality multimedia content delivery designed to enhance the educational experiences of students in cultural centers and museums. The system brings together students that are viewing an educational movie with a panel of experts that may be geographically dispersed, and engages them in an exciting social media experience via which they can interact with each other as well as with the remote experts. We employ appropriate methodologies for monitoring and analysing social network activity in order to extract valuable information from the social network activity and use it to seamlessly annotate in real-time the presented educational movie using anthropocentric semantic extraction based on MPEG-7. In this way, the multimedia content of the presented movie can be easily reviewed by multiple geographically dispersed individuals, and impoved afterwards according to the received feedback, thus maximising the benefit for students, teachers and content producers alike.","1089-7801;10897801","","10.1109/MIC.2015.141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7325169","","Facebook;Media;Motion pictures;Multimedia communication;Real-time systems;Transform coding;Twitter","","","","","","","","","20151111","","","IEEE","IEEE Early Access Articles"
"The Hitchhikers Guide to Sharing Graph Data","M. Roughan; J. Tuke","ARC Centre of Excellence for Math. & Stat. Frontiers, Univ. of Adelaide, Adelaide, SA, Australia","2015 3rd International Conference on Future Internet of Things and Cloud","20151026","2015","","","435","442","A graph is used to represent data in which the relationships between the objects in the data are at least as important as the objects themselves. Over the last two decades nearly a hundred file formats have been proposed or used to provide portable access to such data. This paper seeks to review these formats, and provide some insight to both reduce the ongoing creation of unnecessary formats, and guide the development of new formats where needed.","","Electronic:978-1-4673-8103-1; POD:978-1-4673-8104-8","10.1109/FiCloud.2015.76","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300850","GML;Graph;Graph ML;XML;data exchange;data representation;database;network","Databases;Documentation;Encoding;Image coding;Software;Sparse matrices;XML","data structures;graph theory","data representation;graph data sharing;hitchhikers guide","","","","19","","","","24-26 Aug. 2015","","IEEE","IEEE Conferences"
"Video Encoding and Streaming Mechanisms in IoT Low Power Networks","E. G. Pereira; R. Pereira","Dept. of Comput., Edge Hill Univ., Ormskirk, UK","2015 3rd International Conference on Future Internet of Things and Cloud","20151026","2015","","","357","362","Low power networks form a fundamental supporting communication platform for various ""things"" that help in realising the Internet-of-Things (IoT) vision of better, smarter, interconnected world. The IoT paradigm is an emerging area that comes with a number of challenges that requires rethinking of how conventional communication and computational mechanisms can be adapted for this new model where the Internet does not only connect end users but also physical entities, also known as smart devices. While the low power networks provide energy optimised solution for Machine-to-Machine (M2M) communications and interaction between the smart entities, there are also some concerns around the conventional video encoding and streaming mechanisms suitability in such networks. In this paper we review widely adopted video encoders such as MPEG and H.264 and assess their suitability for the low power networks within different video streaming scenarios. In previous work we considered video steaming in low power networks related challenges and elicited a number of possible recommendations based on specific requirements associated with IoT. In this paper we present a discussion of applications where video streaming in IoT low power networks will play an important part, thus highlighting the need for adequate mechanisms to facilitate the deployment of these applications. Also, we present further discussions on the previously identified issues and provide some evaluation results assessing the viability of our recommendations. Furthermore, we discuss how the high error rate associated with wireless communications channels, combined with the low power networked resources, dictate different requirements and solutions for achieving acceptable quality of service.","","Electronic:978-1-4673-8103-1; POD:978-1-4673-8104-8","10.1109/FiCloud.2015.88","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300839","Compression;H264 encoding;Streaming;Wireless Communication","Bit rate;Encoding;Internet;Quantization (signal);Scalability;Standards;Streaming media","Internet of Things;power aware computing;quality of service;video codecs;video coding;video streaming","H.264;Internet-of-Things;IoT low power networks;MPEG;low power networked resources;machine-to-machine communications;quality of service;smart devices;streaming mechanisms;video encoders;video encoding","","","","27","","","","24-26 Aug. 2015","","IEEE","IEEE Conferences"
"Objective Quality Metrics in Correlation with Subjective Quality Metrics for Steganography","R. Wazirali; S. Slehat; Z. Chaczko; G. Borowik; L. Carrión","Fac. of Eng. & Inf. Technol., Univ. of Technol., Sydney, Sydney, NSW, Australia","2015 Asia-Pacific Conference on Computer Aided System Engineering","20151005","2015","","","238","245","The main goal of hiding data is to conceal the very existence of the hidden information, therefore there is a significant demand for steganographic approaches that can ensure imperceptibility of such infromation. However, there is a limited corresponding evaluation parameters available. Most of the studies use the Peak Signal to Noise Ratio (PSNR) as a metric for imperceptibility evaluation, although it could provide less accurate results than the Human Visual System (HVS) evaluation. This paper provides a review of the existent evaluation metrics that are used to assess the quality of steganography. The examination of the correlation between the existing objective and subjective metrics is also conducted. Pixel differences metrics have a poor correlation with the subjective metrics, hence the HSV based metrics have better correlation than pixel metrics.","","Electronic:978-1-4799-7588-4; POD:978-1-4799-7589-1","10.1109/APCASE.2015.49","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7287026","","Correlation;Distortion;Distortion measurement;Image quality;PSNR;Visualization","data encapsulation;image coding;steganography","HSV based metrics;HVS;PSNR;data hiding;evaluation metrics;evaluation parameters;human visual system evaluation;imperceptibility evaluation;objective quality metrics;peak signal to noise ratio;pixel metrics;steganographic approaches;steganography;subjective quality metrics","","","","9","","","","14-16 July 2015","","IEEE","IEEE Conferences"
"Review of Big Data Storage Based on DNA Computing","H. A. Hakami; Z. Chaczko; A. Kale","Fac. of Eng. & Inf. Technol., Univ. of Technol., Sydney, NSW, Australia","2015 Asia-Pacific Conference on Computer Aided System Engineering","20151005","2015","","","113","117","There is a need of noteworthy scaling down in the information approached may be saved in the most recent decade. Delicate and advanced version hard paper duplicate which helps in two ways that they increased the effectiveness from claiming data management but also improved the distribution of entrance of information. On engineered DNA, it may be a chance to view the late improvement on the possibility about data capacity. Similarly in this way we have figured out how leap forward engineering could dramatically change the lifestyle out of our information capacity. This topic ' Big Data Storage based DNA' is described from the first research to newer one, their advantages and disadvantages, their techniques and how it will become a practice in the future. We also propose an approach is proposed as simple method to store data into DNA. The experiment work is done to validate the proposed approach result clearly show advantages merits of proposed method.","","Electronic:978-1-4799-7588-4; POD:978-1-4799-7589-1","10.1109/APCASE.2015.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7287004","Coding theory;DNA;DNA Computing;DNA cloud;Encoding;Storage Based DNA","Big data;Computers;DNA;DNA computing;Encoding;Matrix converters;Memory","Big Data;biocomputing;storage management","DNA computing;big data storage;data management;engineered DNA","","","","13","","","","14-16 July 2015","","IEEE","IEEE Conferences"
"Remote Sensing Image Compression: A Review","S. Zhou; C. Deng; B. Zhao; Y. Xia; Q. Li; Z. Chen","Sch. of Inf. & Electron., Beijing Inst. of Technol., Beijing, China","2015 IEEE International Conference on Multimedia Big Data","20150713","2015","","","406","410","With the increasing spatial and temporal resolutions of acquired remote sensing (RS) images, effective image compression is becoming more and more important. RS image compression technologies have been extensively studied in the past a few decades, and various algorithms have been developed accordingly. In this paper, we provide an overview of practically deployed RS image compression approaches, including predictive coding and transform coding approaches that have been adopted in different satellite systems. In addition, some newly derived RS image compression methods are discussed, with highlights on the new trends of the on-going design and developments of RS image compression.","","CD-ROM:978-1-4799-8687-3; Electronic:978-1-4799-8688-0; POD:978-1-4799-8689-7","10.1109/BigMM.2015.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7153923","Remote sensing;compressed sensing;image compression;predictive coding;task-driven coding;transform","Discrete cosine transforms;Discrete wavelet transforms;Image coding;Remote sensing;Satellites;Standards;Transform coding","data compression;image coding;remote sensing;transform coding","predictive coding;remote sensing image compression;satellite systems;spatial resolutions;temporal resolutions;transform coding","","0","1","38","","","","20-22 April 2015","","IEEE","IEEE Conferences"
