Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Understanding behavioural patterns in JavaScript,S. Alimadadi,"University of British Columbia, Canada",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1076,1078,"<p> JavaScript is one of the most popular programming languages. How- ever, understanding the dynamic behaviour of JavaScript apps is challenging in practice. There are many factors that hinder JavaScript comprehension, such as its dynamic, asynchronous, and event- driven nature, the dynamic interplay between JavaScript and the Document Object Model, and the asynchronous communication between client and server. In this research work, we have already proposed methods for understanding event-based and asynchronous JavaScript behaviour. To enhance the scalability of our methods, we propose a new technique that adopts bio-informatics algorithms to extract sequences of actions from execution traces that form higher-level patterns. </p>",,,10.1145/2950290.2983947,,,JavaScript;behavioural patterns;comprehension,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Minimizing GUI event traces,L. Clapp; O. Bastani; S. Anand; A. Aiken,"Stanford University, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,422,434,"<p> GUI input generation tools for Android apps, such as Android's Monkey, are useful for automatically producing test inputs, but these tests are generally orders of magnitude larger than necessary, making them difficult for humans to understand. We present a technique for minimizing the output of such tools. Our technique accounts for the non-deterministic behavior of mobile apps, producing small event traces that reach a desired activity with high probability. </p> <p> We propose a variant of delta debugging, augmented to handle non-determinism, to solve the problem of trace minimization. We evaluate our algorithm on two sets of commercial and open-source Android applications, showing that we can minimize large event traces reaching a particular application activity, producing traces that are, on average, less than 2% the size of the original traces. </p>",,,10.1145/2950290.2950342,,,Android;delta debugging;testing;trace minimization,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Guided code synthesis using deep neural networks,C. V. Alexandru,"University of Zurich, Switzerland",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1068,1070,"<p> Can we teach computers how to program? Recent advances in neural network research reveal that certain neural networks are able not only to learn the syntax, grammar and semantics of arbitrary character sequences, but also synthesize new samples `in the style of' the original training data. We explore the adaptation of these techniques to code classification, comprehension and completion. </p>",,,10.1145/2950290.2983951,,,Code Classification;Code Synthesis;Deep Learning,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Gray links in the use of requirements traceability,N. Niu; W. Wang; A. Gupta,"University of Cincinnati, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,384,395,"<p> The value of traceability is in its use. How do different software engineering tasks affect the tracing of the same requirement? In this paper, we answer the question via an empirical study where we explicitly assign the participants into 3 trace-usage groups of one requirement: finding its implementation for verification and validation purpose, changing it within the original software system, and reusing it toward another application. The results uncover what we call ""gray links""--around 20% of the total traces are voted to be true links with respect to only one task but not the others. We provide a mechanism to identify such gray links and discuss how they can be leveraged to advance the research and practice of value-based requirements traceability. </p>",,,10.1145/2950290.2950354,,,Traceability;gray links;requirements change;requirements reuse;software engineering task;using traceability,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Cozy: synthesizing collection data structures,C. Loncaric,"University of Washington, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1103,1105,"<p> Many applications require specialized data structures not found in standard libraries. Implementing new data structures by hand is tedious and error-prone. To alleviate this difficulty, we built a tool called Cozy that synthesizes data structures using counter-example guided inductive synthesis. We evaluate Cozy by showing how its synthesized implementations compare to handwritten implementations in terms of correctness and performance across four real-world programs. Cozy's data structures match the performance of the handwritten implementations while avoiding human error. </p>",,,10.1145/2950290.2986032,,,Data structure synthesis,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Extracting instruction semantics via symbolic execution of code generators,N. Hasabnis; R. Sekar,"Intel, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,301,313,"<p> <p>Binary analysis and instrumentation form the basis of many tools and frameworks for software debugging, security hardening, and monitoring. Accurate modeling of instruction semantics is paramount in this regard, as errors can lead to program crashes, or worse, bypassing of security checks. Semantic modeling is a daunting task for modern processors such as x86 and ARM that support over a thousand instructions, many of them with complex semantics. This paper describes a new approach to automate this semantic modeling task. Our approach leverages instruction semantics knowledge that is already encoded into todayí¢ s production compilers such as GCC and LLVM. Such an approach can greatly reduce manual effort, and more importantly, avoid errors introduced by manual modeling. Furthermore, it is applicable to any of the numerous architectures already supported by the compiler. In this paper, we develop a new symbolic execution technique to extract instruction semantics from a compilerí¢ s source code. Unlike previous applications of symbolic execution that were focused on identifying a single program path that violates a property, our approach addresses the all paths problem, extracting the entire input/output behavior of the code generator. We have applied it successfully to the 120K lines of C-code used in GCCí¢ s code generator to extract x86 instruction semantics. To demonstrate architecture-neutrality, we have also applied it to AVR, a processor used in the popular Arduino platform.</p> </p>",,,10.1145/2950290.2950335,,,Code generators;Instruction-set semantics extraction;Symbolic execution,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Developing a reusable control-based approach to build self-adaptive software systems with formal guarantees,S. Shevtsov,"Linnaeus University, Sweden",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1060,1062,"<p> An increasingly important concern of software engineers is handling uncertainty at runtime. Over the last decade researchers have applied architecture-based self-adaptation approaches to address this concern. However, providing guarantees required by current software systems has shown to be challenging with these approaches. To tackle this challenge, we study the application of control theory to realize self-adaptation and develop novel control-based adaptation mechanisms that guarantee desired system properties. Results are validated on systems with strict requirements. </p>",,,10.1145/2950290.2983949,,,control theory;guarantees;self-adaptive;software,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
On-the-fly decomposition of specifications in software model checking,S. Apel; D. Beyer; V. Mordan; V. Mutilin; A. Stahlbauer,"University of Passau, Germany",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,349,361,"<p> Major breakthroughs have increased the efficiency and effectiveness of software model checking considerably, such that this technology is now applicable to industrial-scale software. However, verifying the full formal specification of a software system is still considered too complex, and in practice, sets of properties are verified one by one in isolation. We propose an approach that takes the full formal specification as input and first tries to verify all properties simultaneously in one verification run. Our verification algorithm monitors itself and detects situations for which the full set of properties is too complex. In such cases, we perform an automatic decomposition of the full set of properties into smaller sets, and continue the verification seamlessly. To avoid state-space explosion for large sets of properties, we introduce on-the-fly property weaving: properties get weaved into the program's transition system on the fly, during the analysis; which properties to weave and verify is determined dynamically during the verification process. We perform an extensive evaluation based on verification tasks that were derived from 4336 Linux kernel modules, and a set of properties that define the correct usage of the Linux API. Checking several properties simultaneously can lead to a significant performance gain, due to the fact that abstract models share many parts among different properties. </p>",,,10.1145/2950290.2950349,,,Decomposition;Formal Methods;Software Model Checking;Verification,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
A large-scale empirical comparison of static and dynamic test case prioritization techniques,Q. Luo; K. Moran; D. Poshyvanyk,"College of William and Mary, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,559,570,"<p> <p>The large body of existing research in Test Case Prioritization (TCP) techniques, can be broadly classified into two categories: <i>dynamic</i> techniques (that rely on run-time execution information) and <i>static</i> techniques (that operate directly on source and test code). Absent from this current body of work is a comprehensive study aimed at understanding and evaluating the static approaches and comparing them to dynamic approaches on a large set of projects. </p><p>In this work, we perform the first extensive study aimed at empirically evaluating four static TCP techniques comparing them with state-of-research dynamic TCP techniques at different test-case granularities (e.g., method and class-level) in terms of effectiveness, efficiency and similarity of faults detected. This study was performed on 30 real-word Java programs encompassing 431 KLoC. In terms of effectiveness, we find that the static call-graph-based technique outperforms the other static techniques at test-class level, but the topic-model-based technique performs better at test-method level. In terms of efficiency, the static call-graph-based technique is also the most efficient when compared to other static techniques. When examining the similarity of faults detected for the four static techniques compared to the four dynamic ones, we find that on average, the faults uncovered by these two groups of techniques are quite dissimilar, with the top 10% of test cases agreeing on only í¢ 25% - 30% of detected faults. This prompts further research into the severity/importance of faults uncovered by these techniques, and into the potential for combining static and dynamic information for more effective approaches.</p> </p>",,,10.1145/2950290.2950344,,,Regression testing;dynamic;static;test case prioritization,,,,,2,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
JBSE: a symbolic executor for Java programs with complex heap inputs,P. Braione; G. Denaro; M. PezzíÂ,"University of Milano-Bicocca, Italy",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1018,1022,"<p> <p>We present the Java Bytecode Symbolic Executor (<i>JBSE</i>), a symbolic executor for Java programs that operates on complex heap inputs. <i>JBSE</i> implements both the novel Heap EXploration Logic (HEX), a symbolic execution approach to deal with heap inputs, and the main state-of-the-art approaches that handle data structure constraints expressed as either executable programs (<i>repOk</i> methods) or declarative specifications. <i>JBSE</i> is the first symbolic executor specifically designed to deal with programs that operate on complex heap inputs, to experiment with the main state-of-the-art approaches, and to combine different decision procedures to explore possible synergies among approaches for handling symbolic data structures.</p> </p>",,,10.1145/2950290.2983940,,,Alloy;Heap Exploration Logic;Heap data structures;Pointer Assertion Logic;RepOk;Symbolic Execution,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Keep it SIMPLEX: satisfying multiple goals with guarantees in control-based self-adaptive systems,S. Shevtsov; D. Weyns,"Linnaeus University, Sweden",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,229,241,"<p> An increasingly important concern of software engineers is handling uncertainties at design time, such as environment dynamics that may be difficult to predict or requirements that may change during operation. The idea of self-adaptation is to handle such uncertainties at runtime, when the knowledge becomes available. As more systems with strict requirements require self-adaptation, providing guarantees for adaptation has become a high-priority. Providing such guarantees with traditional architecture-based approaches has shown to be challenging. In response, researchers have studied the application of control theory to realize self-adaptation. However, existing control-theoretic approaches applied to adapt software systems have primarily focused on satisfying only a single adaptation goal at a time, which is often too restrictive for real applications. In this paper, we present Simplex Control Adaptation, SimCA, a new approach to self-adaptation that satisfies multiple goals, while being optimal with respect to an additional goal. SimCA offers robustness to measurement inaccuracy and environmental disturbances, and provides guarantees. We evaluate SimCA for two systems with strict requirements that have to deal with uncertainties: an underwater vehicle system used for oceanic surveillance, and a tele-assistance system for health care support. </p>",,,10.1145/2950290.2950301,,,Self-adaptive system;control theory;multiple goals;simplex,,,,,2,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Sustainable software design,M. P. Robillard,"McGill University, Canada",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,920,923,"<p> Although design plays a central role in software development, the information produced in this activity is often left to progressively evaporate as the result of software evolution, loss of artifacts, or the fading of related knowledge held by the development team. This paper introduces the concept of sustainability for software design, and calls for its integration into the existing catalog of design quality attributes. Applied to software design, sustainability conveys the idea that a particular set of design decisions and their rationale can be succinctly reflected in the host technology and/or described in documentation in a way that is checkable for conformance with the code and generally resistant to evaporation. The paper discusses the relation between sustainability and existing research areas in software engineering, and highlights future research challenges related to sustainable software design. </p>",,,10.1145/2950290.2983983,,,Software Design;Software Evolution,,,,,,1,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Reasoning with imprecise privacy preferences,I. Omoronyia,"University of Glasgow, UK",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,952,955,"<p> User reluctance and context-dependent factors during information disclosure imply that people cannot always be counted on to indicate their appropriate privacy preference. This phenomenon is the well-known 'privacy paradox', which shows that users of modern technologies are constantly concerned about their privacy, but do not apply these concerns to their usage behaviour accordingly. The problem is that this mismatch between privacy concerns and the indicated privacy preference in software, is not considered when reasoning about the satisfaction of privacy requirements. </p> <p> This paper is a research vision that draws connections between the imprecisions in user privacy preferences, and reasoning about the satisfaction of privacy requirements. We outline the close relationship between privacy and user beliefs and uncertainties. We then propose a multi-agent framework that leverage on this relationship when reasoning about the satisfaction of privacy requirements. We anticipate that this vision will help reduce the gap between an increasingly complex information age and the software techniques needed to protect user privacy. </p>",,,10.1145/2950290.2983982,,,belief;privacy;requirements verification;uncertainty,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
"Model, execute, and deploy: answering the hard questions in end-user programming (showcase)",S. S. Huang,"LogicBlox, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,24,24,"<p> End-user programming, a frequently recurring dream, has thus far eluded large-scale, complex applications. Very real, hard questions stand in the way of its realization. How can its languages and tools support: (1) The development of applications with large data sets and sophisticated computation? (2) The co-development by end-users and professional developers when the complexity of an application demands it? (3) Beyond development, the maintenance, distribution, monitoring, and integration with other applications and services? We discuss our approach to these questions, as implemented in the LogicBlox Modeler. We discuss its use in developing applications for governments, major financial institutions, and large global retailers. We highlight the essential synergies between Programming Languages, Software Engineering, and Database research to achieve self-service at scale, and present open questions to which we look to the FSE community for inspirations and solutions. </p>",,,10.1145/2950290.2994158,,,Declarative programming;End-user programming;Hybrid transactional analytical data processing;Live programming,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
BinGo: cross-architecture cross-OS binary search,M. Chandramohan; Y. Xue; Z. Xu; Y. Liu; C. Y. Cho; H. B. K. Tan,"Nanyang Technological University, Singapore",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,678,689,"<p> Binary code search has received much attention recently due to its impactful applications, e.g., plagiarism detection, malware detection and software vulnerability auditing. However, developing an effective binary code search tool is challenging due to the gigantic syntax and structural differences in binaries resulted from different compilers, architectures and OSs. In this paper, we propose BINGO äóî a scalable and robust binary search engine supporting various architectures and OSs. The key contribution is a selective inlining technique to capture the complete function semantics by inlining relevant library and user-defined functions. In addition, architecture and OS neutral function filtering is proposed to dramatically reduce the irrelevant target functions. Besides, we introduce length variant partial traces to model binary functions in a program structure agnostic fashion. The experimental results show that BINGO can find semantic similar functions across architecture and OS boundaries, even with the presence of program structure distortion, in a scalable manner. Using BINGO, we also discovered a zero-day vulnerability in Adobe PDF Reader, a COTS binary. </p>",,,10.1145/2950290.2950350,,,Binary Code Searching;Vulnerability Matching,,,,,4,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
API code recommendation using statistical learning from fine-grained changes,A. T. Nguyen; M. Hilton; M. Codoban; H. A. Nguyen; L. Mast; E. Rademacher; T. N. Nguyen; D. Dig,"Iowa State University, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,511,522,"<p> Learning and remembering how to use APIs is difficult. While code-completion tools can recommend API methods, browsing a long list of API method names and their documentation is tedious. Moreover, users can easily be overwhelmed with too much information. We present a novel API recommendation approach that taps into the predictive power of repetitive code changes to provide relevant API recommendations for developers. Our approach and tool, APIREC, is based on statistical learning from fine-grained code changes and from the context in which those changes were made. Our empirical evaluation shows that APIREC correctly recommends an API call in the first position 59% of the time, and it recommends the correct API call in the top five positions 77% of the time. This is a significant improvement over the state-of-the-art approaches by 30-160% for top-1 accuracy, and 10-30% for top-5 accuracy, respectively. Our result shows that APIREC performs well even with a one-time, minimal training dataset of 50 publicly available projects. </p>",,,10.1145/2950290.2950333,,,API Recommendation;Fine-grained Code Changes;Statistical Learning,,,,,4,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Python probabilistic type inference with natural language support,Z. Xu; X. Zhang; L. Chen; K. Pei; B. Xu,"Nanjing University, China",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,607,618,"<p> We propose a novel type inference technique for Python programs. Type inference is difficult for Python programs due to their heavy dependence on external APIs and the dynamic language features. We observe that Python source code often contains a lot of type hints such as attribute accesses and variable names. However, such type hints are not reliable. We hence propose to use probabilistic inference to allow the beliefs of individual type hints to be propagated, aggregated, and eventually converge on probabilities of variable types. Our results show that our technique substantially outperforms a state-of-the-art Python type inference engine based on abstract interpretation. </p>",,,10.1145/2950290.2950343,,,Dynamic Languages;Probabilistic Inference;Python;Type Inference,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Enforcing correct array indexes with a type system,J. Santino,"University of Washington, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1142,1144,"<p> We have built the Index Checker, a type checker that issues warnings about array, list, and string accesses that are potentially unsafe. An example is shown in Figure 1. As with any sound tool, some of its warnings may be false positives. If the Index Checker issues no warning, then the programmer is guaranteed that no array access will cause an IndexOutOfBoundsException at run time (modulo suppressed warnings and unchecked code). The Index Checker ships with knowledge of Java APIs. The developer can optionally write a few type annotations in the program to make the Index Checker more precise. Our system includes five new type qualifiers, defined in Figure 2, that can be applied to integral types such as Java int. These are dependent types that indicate the relationship between the int and given arrays. Figures 3 and 4 show the relationship among these type qualifiers. The type system also contains a type qualifier for arrays, @MinLen, which is a lower bound on its length and permits use of literal integers to access the array or to construct a new array. The Index Checker is built upon the Checker Framework (http://CheckerFramework.org/). </p>",,,10.1145/2950290.2983976,,,Pluggable type checking;array bounds error;verification,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Combining bug detection and test case generation,M. Kellogg,"University of Washington, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1124,1126,"<p> Detecting bugs in software is an important software engineering activity. Static bug finding tools can assist in detecting bugs automatically, but they suffer from high false positive rates. Automatic test generation tools can generate test cases which can find bugs, but they suffer from an oracle problem. We present N-Prog, a hybrid of the two approaches. N-Prog iteratively presents the developer an interesting, real input/output pair. The developer either classifies it as a bug (when the output is incorrect) or adds it to the regression test suite (when the output is correct). N-Prog selects input/output pairs whose input produces different output on a mutated version of the program which passes the test suite of the original. In initial experiments, N-Prog detected bugs and rediscovered test cases that had been removed from a test suite. </p>",,,10.1145/2950290.2983970,,,N-Prog;N-variant systems;mutation;mutational robustness,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Designing minimal effective normative systems with the help of lightweight formal methods,J. Hao; E. Kang; J. Sun; D. Jackson,"Tianjin University, China",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,50,60,"<p> Normative systems (i.e., a set of rules) are an important approach to achieving effective coordination among (often an arbitrary number of) agents in multiagent systems. A normative system should be effective in ensuring the satisfaction of a desirable system property, and minimal (i.e., not containing norms that unnecessarily over-constrain the behaviors of agents). Designing or even automatically synthesizing minimal effective normative systems is highly non-trivial. Previous attempts on synthesizing such systems through simulations often fail to generate normative systems which are both minimal and effective. In this work, we propose a framework that facilitates designing of minimal effective normative systems using lightweight formal methods. Given a minimal effective normative system which coordinates many agents must be minimal and effective for a small number of agents, we start with automatically synthesizing one such system with a few agents. We then increase the number of agents so as to check whether the same design remains minimal and effective. If it is, we manually establish an induction proof so as to lift the design to an arbitrary number of agents. </p>",,,10.1145/2950290.2950307,,,Lightweight formal methods;Minimal effective;Norm Synthesis,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
ECHO: instantaneous in situ race detection in the IDE,S. Zhan; J. Huang,"Texas A&#38;#38;M University, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,775,786,"<p> We present ECHO, a new technique that detects data races instantaneously in the IDE while developers code. ECHO is the first technique of its kind for incremental race detection supporting both code addition and deletion in the IDE. Unlike conventional static race detectors, ECHO warns developers of potential data races immediately as they are introduced into the program. The core underpinning ECHO is a set of new change-aware static analyses based on a novel static happens-before graph that, given a program change, efficiently compute the change-relevant information without re-analyzing the whole program. Our evaluation within a Java environment on both popular benchmarks and real- world applications shows promising results: for each code addition, or deletion, ECHO can instantly pinpoint all the races in a few milliseconds on average, three to four orders of magnitude faster than a conventional whole-program race detector with the same precision. </p>",,,10.1145/2950290.2950332,,,Change-aware;Data Races;IDE;Instantaneous Detection,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
"Foraging and navigations, fundamentally: developers' predictions of value and cost",D. Piorkowski; A. Z. Henley; T. Nabi; S. D. Fleming; C. Scaffidi; M. Burnett,"Oregon State University, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,97,108,"<p> Empirical studies have revealed that software developers spend 35%äóñ50% of their time navigating through source code during development activities, yet fundamental questions remain: Are these percentages too high, or simply inherent in the nature of software development? Are there factors that somehow determine a lower bound on how effectively developers can navigate a given information space? Answering questions like these requires a theory that captures the core of developers' navigation decisions. Therefore, we use the central proposition of Information Foraging Theory to investigate developers' ability to predict the value and cost of their navigation decisions. Our results showed that over 50% of developers' navigation choices produced less value than they had predicted and nearly 40% cost more than they had predicted. We used those results to guide a literature analysis, to investigate the extent to which these challenges are met by current research efforts, revealing a new area of inquiry with a rich and crosscutting set of research challenges and open problems. </p>",,,10.1145/2950290.2950302,,,Information foraging theory;navigation value and costs,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Preventing signedness errors in numerical computations in Java,C. A. Mackie,"University of Washington, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1148,1150,"<p> We have developed and implemented a type system, the Signedness Type System, that captures usage of signed and unsigned integers in Java programs. This type system enables developers to detect errors regarding unsigned integers at compile time, and guarantees that such errors cannot occur at run time. In a case study. our type system proved easy to use and detected a previously unknown bug. Our type system is implemented as the Signedness Checker and will be available with the Checker Framework (http://CheckerFramework.org/). </p>",,,10.1145/2950290.2983978,,,java;pluggable type checker;type system;unsigned numbers,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Static loop analysis and its applications,X. Xiaofei,"Tianjin University, China",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1130,1132,"<p> Loops are challenging structures in program analysis, and an effective loop analysis is crucial in the applications, such as symbolic execution and program verification. In the research, we will first perform a deep analysis and propose a classification according to the complexity of the loops. Then try to propose techniques for analyzing and summarizing different loops. At last, we apply the techniques in multiple applications. </p>",,,10.1145/2950290.2983972,,,Loop Summarization;Program Verification;Termination,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
RABIEF: range analysis based integer error fixing,X. Cheng,"Tsinghua University, China",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1094,1096,"<p> <p>C language has complicated semantics for integers. Integer errors lead to serious software failures or exploitable vulnerabilities while they are harbored in various real-world programs. It is labor-intensive and error-prone to manually address integer errors. The usability of existing automated techniques is generally poor, as they heavily rely on external specifications or simply transform bugs into crash. We propose RABIEF, a novel and fully automatic approach to fix C integer errors based on range analysis. RABIEF is inspired by the following insights: (1) fixes for various integer errors have typical patterns including sanitization, explicit cast and declared type alteration; (2) range analysis provides sound basis for error detection and guides fix generation. We implemented RABIEF into a tool Argyi. Its effectiveness and efficiency have been substantiated by the facts that: (1) Argyi succeeds in fixing 93.9% of 5414 integer bugs from Juliet test suite, scaling to 600 KLOC within 5500 seconds; (2) Argyi is confirmed to correctly fix 20 errors from 4 real-world programs within only 240 seconds.</p> </p>",,,10.1145/2950290.2983961,,,fixing pattern;integer error;range analysis,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Hotspot symbolic execution of floating-point programs,M. Quan,"National University of Defense Technology, China",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1112,1114,"<p> This paper presents hotspot symbolic execution (HSE) to scale the symbolic execution of floating-point programs. The essential idea of HSE is to (1) explore the paths of some functions (called hotspot functions) in priority, and (2) divide the paths of a hotspot function into different equivalence classes, and explore as fewer path as possible inside the function while ensuring the coverage of all the classes. We have implemented HSE on KLEE and carried out extensive experiments on all 5528 functions in GNU Scientific Library (GSL). The experimental results demonstrate the effectiveness and efficiency of HSE. Compared with the baseline, HSE detects >12 times of exceptions in 30 minutes. </p>",,,10.1145/2950290.2983966,,,Floating point;Hotspot;Symbolic Execution,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
BigDebug: interactive debugger for big data analytics in Apache Spark,M. A. Gulzar; M. Interlandi; T. Condie; M. Kim,"University of California at Los Angeles, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,1033,1037,"<p> To process massive quantities of data, developers leverage data-intensive scalable computing (DISC) systems in the cloud, such as Google's MapReduce, Apache Hadoop, and Apache Spark. In terms of debugging, DISC systems support post-mortem log analysis but do not provide interactive debugging features in realtime. This tool demonstration paper showcases a set of concrete usecases on how BigDebug can help debug Big Data Applications by providing interactive, realtime debug primitives. To emulate interactive step-wise debugging without reducing throughput, BigDebug provides simulated breakpoints to enable a user to inspect a program without actually pausing the entire computation. To minimize unnecessary communication and data transfer, BigDebug provides on-demand watchpoints that enable a user to retrieve intermediate data using a guard and transfer the selected data on demand. To support systematic and efficient trial-and-error debugging, BigDebug also enables users to change program logic in response to an error at runtime and replay the execution from that step. BigDebug is available for download at http://web.cs.ucla.edu/~miryung/software.html </p>",,,10.1145/2950290.2983930,,,Debugging;big data analytics;data-intensive scalable computing (DISC);fault localization and recovery;interactive tools,,,,,1,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
API deprecation: a retrospective analysis and detection method for code examples on the web,J. Zhou; R. J. Walker,"University of Calgary, Canada",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,266,277,"<p> Deprecation allows the developers of application programming interfaces (APIs) to signal to other developers that a given API item ought to be avoided. But little is known about deprecation practices beyond anecdotes. We examine how API deprecation has been used in 26 open source Java frameworks and libraries, finding that the classic deprecateäóñreplaceäóñremove cycle is often not followed, as many APIs were removed without prior deprecation, many deprecated APIs were subsequently un-deprecated, and removed APIs are even resurrected with surprising frequency. Furthermore, we identify several problems in the information commonly (not) provided to help API consumers transition their dependent code. </p> <p> As a consequence of deprecation, coding examples on the web --- an increasingly important source of information for developers --- can easily become outdated. Code examples that demonstrate how to use deprecated APIs can be difficult to disregard and a waste of time for developers. We propose a lightweight, version-sensitive framework to detect deprecated API usages in source code examples on the web so developers can be informed of such usages before they invest time and energy into studying them. We reify the framework as a prototype tool (Deprecation Watcher). Our evaluation on detecting deprecated Android API usages in code examples on Stack Overflow shows our tool obtains a precision of 100% and a recall of 86% in a random sample of 200 questions. </p>",,,10.1145/2950290.2950298,,,API deprecation;Deprecation Watcher;deprecation practices;web-based documentation,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
Understanding and generating high quality patches for concurrency bugs,H. Liu; Y. Chen; S. Lu,"University of Chicago, USA",Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,20170413,2016,,,715,726,"<p> Concurrency bugs are time-consuming to fix correctly by developers and a severe threat to software reliability. Although many auto-fixing techniques have been proposed recently for concurrency bugs, there is still a big gap between the quality of automatically generated patches and manually designed ones. This paper first conducts an in-depth study of manual patches for 77 real-world concurrency bugs, which provides both assessments for existing techniques and actionable suggestions for future research. Guided by this study, a new tool HFix is designed. It can automatically generate patches, which have matching quality as manual patches, for many concurrency bugs. </p>",,,10.1145/2950290.2950309,,,automated bug fixing;concurrency bugs;empirical study;multi-threaded software,,,,,,,,,,,13-18 Nov. 2016,,ACM,ACM Conferences
