Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Sustainability guidelines for long-living software systems,Z. Durdik; B. Klatt; H. Koziolek; K. Krogmann; J. Stammel; R. Weiss,"Res. Center for Inf. Technol. (FZI), Karlsruhe, Germany",2012 28th IEEE International Conference on Software Maintenance (ICSM),20130110,2012,,,517,526,"Economically sustainable software systems must be able to cost-effectively evolve in response to changes in their environment, their usage profile, and business demands. However, in many software development projects, sustainability is treated as an afterthought, as developers are driven by time-to-market pressure and are often not educated to apply sustainability-improving techniques. While software engineering research and practice has suggested a large amount of such techniques, a holistic overview is missing and the effectiveness of individual techniques is often not sufficiently validated. On this behalf we created a catalog of _巾software sustainability guidelines_享 to support project managers, software architects, and developers during system design, development, operation, and maintenance. This paper describes how we derived these guidelines and how we applied selected techniques from them in two industrial case studies. We report several lessons learned about sustainable software development.",1063-6773;10636773,Electronic:978-1-4673-2312-3; POD:978-1-4673-2313-0,10.1109/ICSM.2012.6405316,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405316,Software maintenance;guidelines;software engineering;sustainable development,Computer architecture;Evolution (biology);Guidelines;Maintenance engineering;Software maintenance;Software systems,project management;software maintenance;sustainable development,business demands;economically sustainable software systems;long-living software systems;software development projects;software engineering practice;software engineering research;software sustainability guidelines;sustainability-improving techniques;system design;system development;system maintenance;system operation;time-to-market pressure;usage profile,,8,,36,,,,23-28 Sept. 2012,,IEEE,IEEE Conferences,,9
Domain specific warnings: Are they any better?,A. Hora; N. Anquetil; S. Ducasse; S. Allier,"RMoD Team, INRIA, Lille, France",2012 28th IEEE International Conference on Software Maintenance (ICSM),20130110,2012,,,441,450,"Tools to detect coding standard violations in source code are commonly used to improve code quality. One of their original goals is to prevent bugs, yet, a high number of false positives is generated by the rules of these tools, i.e., most warnings do not indicate real bugs. There are empirical evidences supporting the intuition that the rules enforced by such tools do not prevent the introduction of bugs in software. This may occur because the rules are too generic and do not focus on domain specific problems of the software under analysis. We underwent an investigation of rules created for a specific domain based on expert opinion to understand if such rules are worthwhile enforcing in the context of defect prevention. In this paper, we performed a systematic study to investigate the relation between generic and domain specific warnings and observed defects. From our experiment on a real case, long term evolution, software, we have found that domain specific rules provide better defect prevention than generic ones.",1063-6773;10636773,Electronic:978-1-4673-2312-3; POD:978-1-4673-2313-0,10.1109/ICSM.2012.6405305,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405305,,Computer bugs;Conferences;Encoding;History;Software maintenance;Standards,program debugging;software quality,code quality;coding standard violations;defect prevention;domain specific warnings;expert opinion;software bugs;source code,,10,,23,,,,23-28 Sept. 2012,,IEEE,IEEE Conferences,,9
Search-based detection of high-level model changes,A. ben Fadhel; M. Kessentini; P. Langer; M. Wimmer,"Comput. Sci. Dept., Missouri Univ. of Sci. &amp; Technol., Rolla, MO, USA",2012 28th IEEE International Conference on Software Maintenance (ICSM),20130110,2012,,,212,221,"Software models are iteratively refined, restructured and evolved. The detection and analysis of changes applied between two versions of a model are one of the most important tasks during evolution and maintenance activities. In this paper, we propose an approach to detect high-level model changes in terms of refactorings. Our approach takes as input an exhaustive list of possible refactorings, the initial model and revised model, and generates as output a list of detected changes representing a sequence of refactorings. A solution is defined as a combination of refactorings that should maximize as much as possible the similarity between the expected revised model and the generated model after applying the refactoring sequence on the initial model. Due to the huge number of possible refactoring combinations, a heuristic method is used to explore the space of possible solutions. To this end, we used and adapted genetic algorithm as global heuristic search. The validation results on various versions of real-world models taken from an open source project confirm the effectiveness of our approach.",1063-6773;10636773,Electronic:978-1-4673-2312-3; POD:978-1-4673-2313-0,10.1109/ICSM.2012.6405274,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405274,model evolution;refactoring detection;search-based model-driven software engineering,Adaptation models;Analytical models;Computational modeling;Genetic algorithms;Sociology;Space exploration;Statistics,genetic algorithms;public domain software;search problems;software maintenance,adapted genetic algorithm;global heuristic search-based detection;high-level software model change analysis;high-level software model change detection;open source project confirm;software evolution activities;software maintenance activities;software refactoring,,6,,32,,,,23-28 Sept. 2012,,IEEE,IEEE Conferences,,9
Fine-grained change impact analysis for component-based product families,A. R. Yazdanshenas; L. Moonen,"Simula Res. Lab., Lysaker, Norway",2012 28th IEEE International Conference on Software Maintenance (ICSM),20130110,2012,,,119,128,"Developing software product-lines based on a set of shared components is a proven tactic to enhance reuse, quality, and time to market in producing a portfolio of products. Large-scale product families face rapidly increasing maintenance challenges as their evolution can happen both as a result of collective domain engineering activities, and as a result of product-specific developments. To make informed decisions about prospective modifications, developers need to estimate what other sections of the system will be affected and need attention, which is known as change impact analysis. This paper contributes a method to carry out change impact analysis in a component-based product family, based on system-wide information flow analysis. We use static program slicing as the underlying analysis technique, and use model-driven engineering (MDE) techniques to propagate the ripple effects from a source code modification into all members of the product family. In addition, our approach ranks results based on an approximation of the scale of their impact. We have implemented our approach in a prototype tool, called Richter, which was evaluated on a real-world product family.",1063-6773;10636773,Electronic:978-1-4673-2312-3; POD:978-1-4673-2313-0,10.1109/ICSM.2012.6405262,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405262,change impact analysis;component-based software development;information flow;software product-lines,Actuators;Conferences;Safety;Sensors;Software maintenance,program slicing;software maintenance;software quality;software reliability;time to market,MDE techniques;Richter;domain engineering activities;fine-grained change impact analysis;information flow analysis;large-scale component-based product families;model-driven engineering techniques;product-specific developments;ripple effects;software maintenance;software product portfolio production;software product-line development;software quality enhancement;software reuse enhancement;software time-to-market enhancement;source code modification;static program slicing,,2,,29,,,,23-28 Sept. 2012,,IEEE,IEEE Conferences,,9
An empirical investigation into the impact of refactoring on regression testing,N. Rachatasumrit; M. Kim,"Univ. of Texas at Austin, Austin, TX, USA",2012 28th IEEE International Conference on Software Maintenance (ICSM),20130110,2012,,,357,366,"It is widely believed that refactoring improves software quality and developer's productivity by making it easier to maintain and understand software systems. On the other hand, some believe that refactoring has the risk of functionality regression and increased testing cost. This paper investigates the impact of refactoring edits on regression tests using the version history of Java open source projects: (1) Are there adequate regression tests for refactoring in practice? (2) How many of existing regression tests are relevant to refactoring edits and thus need to be re-run for the new version? (3) What proportion of failure-inducing changes are relevant to refactorings? By using a refactoring reconstruction analysis and a change impact analysis in tandem, we investigate the relationship between the types and locations of refactoring edits identified by RefFinder and the affecting changes and affected tests identified by the FaultTracer change impact analysis. The results on three open source projects, JMeter, XMLSecurity, and ANT, show that only 22% of refactored methods and fields are tested by existing regression tests. While refactorings only constitutes 8% of atomic changes, 38% of affected tests are relevant to refactorings. Furthermore, refactorings are involved in almost half of the failed test cases. These results call for new automated regression test augmentation and selection techniques for validating refactoring edits.",1063-6773;10636773,Electronic:978-1-4673-2312-3; POD:978-1-4673-2313-0,10.1109/ICSM.2012.6405293,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405293,empirical study;refactoring;regression testing;software evolution,Conferences;Engines;History;Measurement;Software maintenance;Testing,Java;configuration management;program testing;program verification;public domain software;software maintenance;software quality;system recovery,ANT;FaultTracer;JMeter;Java open source project;RefFinder;XMLSecurity;atomic change;change impact analysis;developer productivity improvement;failure-inducing change;functionality regression;refactoring edit validation;refactoring reconstruction analysis;regression testing;software quality improvement;software system maintenance;software system understanding;testing cost;version history,,11,,36,,,,23-28 Sept. 2012,,IEEE,IEEE Conferences,,9
Architecture Compliance Checking of Semantically Rich Modular Architectures: A Comparative Study of Tool Support,L. Pruijt; C. K神ppe; S. Brinkkemper,"Inf. Syst. Archit. Res. Group, HU Univ. of Appl. Sci., Utrecht, Netherlands",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,220,229,"Architecture Compliance Checking (ACC) is an approach to verify the conformance of implemented program code to high-level models of architectural design. ACC is used to prevent architectural erosion during the development and evolution of a software system. Static ACC, based on static software analysis techniques, focuses on the modular architecture and especially on rules constraining the modular elements. A semantically rich modular architecture (SRMA) is expressive and may contain modules with different semantics, like layers and subsystems, constrained by rules of different types. To check the conformance to an SRMA, ACC-tools should support the module and rule types used by the architect. This paper presents requirements regarding SRMA support and an inventory of common module and rule types, on which basis eight commercial and non-commercial tools were tested. The test results show large differences between the tools, but all could improve their support of SRMA, what might contribute to the adoption of ACC in practice.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.33,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676893,Architectural Erosion;Architecture Compliance;Architecture Conformance;Modular Architecture;Software Architecture;Static Analysis,Computer architecture;Java;Semantics;Software architecture;Software systems;Unified modeling language,program diagnostics;software architecture,ACC;SRMA;architectural erosion;architecture compliance checking;program code;semantically rich modular architectures;static software analysis;tool support,,9,,24,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
The Evolution of Project Inter-dependencies in a Software Ecosystem: The Case of Apache,G. Bavota; G. Canfora; M. D. Penta; R. Oliveto; S. Panichella,"Univ. of Sannio, Benevento, Italy",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,280,289,"Software ecosystems consist of multiple software projects, often interrelated each other by means of dependency relations. When one project undergoes changes, other projects may decide to upgrade the dependency. For example, a project could use a new version of another project because the latter has been enhanced or subject to some bug-fixing activities. This paper reports an exploratory study aimed at observing the evolution of the Java subset of the Apache ecosystem, consisting of 147 projects, for a period of 14 years, and resulting in 1,964 releases. Specifically, we analyze (i) how dependencies change over time, (ii) whether a dependency upgrade is due to different kinds of factors, such as different kinds of API changes or licensing issues, and (iii) how an upgrade impacts on a related project. Results of this study help to comprehend the phenomenon of library/component upgrade, and provides the basis for a new family of recommenders aimed at supporting developers in the complex (and risky) activity of managing library/component upgrade within their software projects.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.39,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676899,,Data mining;Ecosystems;History;Java;Libraries;Licenses;Software,Java;software engineering;software management,API;Apache ecosystem;Java subset;multiple software projects;project inter-dependencies;software ecosystem,,18,,26,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
LHDiff: A Language-Independent Hybrid Approach for Tracking Source Code Lines,M. Asaduzzaman; C. K. Roy; K. A. Schneider; M. D. Penta,"Dept. of Comput. Sci., Univ. of Saskatchewan, Saskatoon, SK, Canada",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,230,239,"Tracking source code lines between two different versions of a file is a fundamental step for solving a number of important problems in software maintenance such as locating bug introducing changes, tracking code fragments or defects across versions, merging file versions, and software evolution analysis. Although a number of such approaches are available in the literature, their performance is sensitive to the kind and degree of source code changes. There is also a marked lack of study on the effect of change types on source location tracking techniques. In this paper, we propose a language-independent technique, LHDiff, for tracking source code lines across versions that leverages simhash technique together with heuristics to improve accuracy. We evaluate our approach against state-of-the- art techniques using benchmarks containing different degrees of changes where files are selected from real world applications. We further evaluate LHDiff with other techniques using a mutation based analysis to understand how different types of changes affect their performance. The results reveal that our technique is more effective than language-independent approaches and no worse than some language-dependent techniques. In our study LHDiff even shows better performance than a state-of-the-art language- dependent approach. In addition, we also discuss limitations of different line tracking techniques including ours and propose future research directions.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.34,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676894,diff;levenshtein;lightweight;line tracking,Accuracy;Benchmark testing;Cloning;Context;Position measurement;Software;Syntactics,merging;software maintenance;source coding,LHDiff;file merging;language-independent hybrid approach;software evolution analysis;software maintenance;source code lines tracking,,6,,32,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
Stakeholders' Information Needs for Artifacts and Their Dependencies in a Real World Context,S. C. M神ller; T. Fritz,"Dept. of Inf., Univ. of Zurich, Zurich, Switzerland",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,290,299,"In the evolution of software, stakeholders continuously seek and consult various information artifacts and their interdependencies to successfully complete their daily activities. While a lot of research has focused on supporting stakeholders in satisfying various information needs, there is little empirical evidence on how these information needs manifest themselves in the context of professional software development teams of real world companies. To investigate the information needs of the different stakeholder roles involved in software evolution activities, we conducted an empirical study with 23 participants from two professional development teams of one company. The analysis of the gathered data shows that information needs exhibit a crosscutting nature with respect to stakeholder role, activity, artifacts and even fragments of artifacts. We also found that the dependencies between information artifacts are important for the successful performance of software evolution activities, but often not captured explicitly. The lack of an explicit representation of these interdependencies often result in difficulties identifying dependent artifacts and additional communication effort. Based on our findings, we suggest ways to better support stakeholders with their information needs.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.40,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676900,activity;artifact;crosscutting nature;fragment;information needs;missing link;stakeholder role,Companies;Context;Encoding;Informatics;Interviews;Project management;Software,software engineering,data analysis;information artifacts;information needs;professional software development teams;software evolution activity;stakeholder information,,6,,35,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
An Empirical Study of API Stability and Adoption in the Android Ecosystem,T. McDonnell; B. Ray; M. Kim,"Dept. of Electr. & Comput. Eng., Univ. of Texas at Austin, Austin, TX, USA",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,70,79,"When APIs evolve, clients make corresponding changes to their applications to utilize new or updated APIs. Despite the benefits of new or updated APIs, developers are often slow to adopt the new APIs. As a first step toward understanding the impact of API evolution on software ecosystems, we conduct an in-depth case study of the co-evolution behavior of Android API and dependent applications using the version history data found in github. Our study confirms that Android is evolving fast at a rate of 115 API updates per month on average. Client adoption, however, is not catching up with the pace of API evolution. About 28% of API references in client applications are outdated with a median lagging time of 16 months. 22% of outdated API usages eventually upgrade to use newer API versions, but the propagation time is about 14 months, much slower than the average API release interval (3 months). Fast evolving APIs are used more by clients than slow evolving APIs but the average time taken to adopt new versions is longer for fast evolving APIs. Further, API usage adaptation code is more defect prone than the one without API usage adaptation. This may indicate that developers avoid API instability.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.18,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676878,,Androids;Google;History;Humanoid robots;Mobile communication;Smart phones;Software,application program interfaces;mobile computing;operating systems (computers);software maintenance,API evolution;API stability;API usage adaptation code;Android API coevolution behavior;Android ecosystem;github;software ecosystems;version history data,,49,,30,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
Investigating the Impact of Code Smells on System's Quality: An Empirical Study on Systems of Different Application Domains,F. A. Fontana; V. Ferme; A. Marino; B. Walter; P. Martenka,"Dept. of Comp. Sci., Univ. of Milano Bicocca, Milan, Italy",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,260,269,"There are various activities that support software maintenance. Program comprehension and detection of design anomalies and their symptoms, like code smells and anti patterns, are particularly relevant for improving the quality and facilitating evolution of a system. In this paper we describe an empirical study on the detection of code smells, aiming at identifying the most frequent smells in systems of different domains and hence the domains characterized by more smells. Moreover, we study possible correlations existing among smells and the values of a set of software quality metrics using Spearman's rank correlation and Principal Component Analysis.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.37,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676897,code smell detection;domain-dependent analysis;metric and smell correlations;software evolution;software maintenance,Correlation;Detectors;Educational institutions;Generators;Java;Measurement;Software,Java;object-oriented programming;program diagnostics;software maintenance;software quality,Spearman rank correlation;code smell detection;object-oriented Java systems;principal component analysis;program comprehension;program detection;software maintenance;software quality metrics;software system quality,,7,,34,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
How Multiple Developers Affect the Evolution of Code Clones,J. Harder,"Software Eng. Group, Univ. of Bremen, Bremen, Germany",2013 IEEE International Conference on Software Maintenance,20131202,2013,,,30,39,"The use of copy and paste in programming causes redundant passages of source code. The effect such clones have on software quality and maintainability in particular has been subject to various studies in the recent past. Although negative effects could not be confirmed in general, a non-negligible number of situations where clones did cause problems has been found. Hence, there may be yet unknown influencing factors that cause these problems. One such factor may be the number of developers involved in the creation and maintenance of a clone. The interaction of multiple developers, unevenly distributed knowledge and communication deficiencies may lead to unwanted inconsistencies and bugs, when the clones are changed. This paper presents an empirical study on long-lived software systems, in which we analyze how many developers are involved in the maintenance exact clones and whether the number of developers affects the likelihood of inconsistent changes. Our results indicate that differences between single-author and multi-author clones exist. Nevertheless, we did not find multiple developers to be the cause of problematic changes to clones.",1063-6773;10636773,Electronic:978-0-7695-4981-1; POD:978-1-4673-5218-5,10.1109/ICSM.2013.14,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676874,code authorship;code clones;software evolution;software quality,Cloning;Computer bugs;History;Maintenance engineering;Measurement;Programming;Software systems,human factors;software maintenance;software quality,clone maintenance;long-lived software systems;multiauthor clones;multiple developers;single-author clones;software quality,,1,,26,,,,22-28 Sept. 2013,,IEEE,IEEE Conferences,,9
